ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,max_length,length_from_study,commonlength,commonlengthf,commonlengthref,lengthfemale,maxlengthref,length_source_1,mean_length,tl,food_item_id_2,country_region,season,isscaap_cat,feedingtyperef,feeding_habit,demerspelag,brackishwater,brack,marine,fresh,trophic_level,diettroph,dietsetroph,foodsetroph,isotroph,isosetroph,ecotroph,ecosetroph,weight,weightfemale,maxweightref,weight_from_study
"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",283,Brook_trout_wild_female_flesh_raw,Salvelinus fontinalis,ca_mg,3.1,finfish,52.998485,52.998485,86,86,3.74,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,86,NA,26.35,NA,12193,NA,7248,NA,86,3.1,900061,NA,Aug-Sep 1993,"Salmons, trouts, smelts",6258,NA,demersal,NA,-1,NA,-1,3.74,3.31,0,0.56,NA,NA,NA,NA,8.00E+03,NA,100229,NA
"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",284,Lake_trout_wild_female_flesh_raw,Salvelinus namaycush,ca_mg,3,finfish,52.636704,52.636704,150,150,3.77,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,150,NA,50,NA,6114,NA,40637,NA,150,4.3,900059,NA,Aug-Sep 1993,"Salmons, trouts, smelts",1998,NA,benthopelagic,NA,0,NA,-1,3.77,4.29,0.51,0.61,NA,NA,NA,NA,32650,NA,40637,NA
"Belinsky et al, 1996",1794,NA,Salvelinus namaycush,ca_mg,3,finfish,NA,NA,150,150,3.77,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NaN,NA,50,NA,6114,NA,40637,NA,150,4.3,NA,come back,NA,NA,1998,NA,benthopelagic,NA,0,NA,-1,3.77,4.29,0.51,0.61,NA,NA,NA,NA,32650,NA,40637,NA
"Belinsky et al, 1996",1795,NA,Salvelinus namaycush,ca_mg,3.1,finfish,NA,NA,150,150,3.77,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NaN,NA,50,NA,6114,NA,40637,NA,150,4.3,NA,come back,NA,NA,1998,NA,benthopelagic,NA,0,NA,-1,3.77,4.29,0.51,0.61,NA,NA,NA,NA,32650,NA,40637,NA
"Belinsky et al, 1996",1798,NA,Salvelinus namaycush,ca_mg,5,finfish,NA,NA,150,150,3.77,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NaN,NA,50,NA,6114,NA,40637,NA,150,4.3,NA,come back,NA,NA,1998,NA,benthopelagic,NA,0,NA,-1,3.77,4.29,0.51,0.61,NA,NA,NA,NA,32650,NA,40637,NA
"Belinsky et al, 1996",1804,NA,Salvelinus namaycush,ca_mg,12.7,finfish,NA,NA,150,150,3.77,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NaN,NA,50,NA,6114,NA,40637,NA,150,4.3,NA,come back,NA,NA,1998,NA,benthopelagic,NA,0,NA,-1,3.77,4.29,0.51,0.61,NA,NA,NA,NA,32650,NA,40637,NA
"Kuhnlein et al, 1994",1816,NA,Salvelinus namaycush,ca_mg,7,finfish,NA,NA,150,150,3.77,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NaN,NA,50,NA,6114,NA,40637,NA,150,4.3,NA,come back,NA,NA,1998,NA,benthopelagic,NA,0,NA,-1,3.77,4.29,0.51,0.61,NA,NA,NA,NA,32650,NA,40637,NA
"Kuhnlein et al, 2002",1833,NA,Salvelinus namaycush,ca_mg,38,finfish,NA,NA,150,150,3.77,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NaN,NA,50,NA,6114,NA,40637,NA,150,4.3,NA,come back,NA,NA,1998,NA,benthopelagic,NA,0,NA,-1,3.77,4.29,0.51,0.61,NA,NA,NA,NA,32650,NA,40637,NA
"Kuhnlein &Soueida, 1992",1809,NA,Salvelinus naresi,ca_mg,7,finfish,NA,NA,40,107,3.46,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,107,NA,NA,NA,NA,NA,NA,FishBase,40,4.3,NA,come back,NA,NA,NA,hunting macrofauna (predator),NA,NA,NA,NA,NA,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kuhnlein et al, 2002",1828,NA,Salvelinus naresi,ca_mg,11,finfish,NA,NA,40,107,3.46,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,107,NA,NA,NA,NA,NA,NA,FishBase,40,4.3,NA,come back,NA,NA,NA,hunting macrofauna (predator),NA,NA,NA,NA,NA,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Öksüz A., Küçükgülmez A., Diler A., Celik M., Koyuncu E. (2009). Research note: A comparison of the chemical composition of zander (Sander lucioperca) living in different lakes in Turkey. Journal of Muscle Foods 20: 420-427",68,Zander_wild_fillet_frozen,Sander lucioperca,ca_mg,80.56,finfish,37.866667,37.866667,100,100,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,100,NA,50,NA,556,NA,59043,NA,100,4.3,900154,NA,12/5/2017,Miscellaneous freshwater fishes,6159,NA,pelagic,NA,-1,NA,-1,4.04,NA,NA,0.78,NA,NA,NA,NA,2.00E+04,NA,40476,NA
"Öksüz A., Küçükgülmez A., Diler A., Celik M., Koyuncu E. (2009). Research note: A comparison of the chemical composition of zander (Sander lucioperca) living in different lakes in Turkey. Journal of Muscle Foods 20: 420-427",73,Zander_wild_fillet_frozen,Sander lucioperca,ca_mg,77.88,finfish,37,37,100,100,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,100,NA,50,NA,556,NA,59043,NA,100,4.3,900155,NA,12/5/2017,Miscellaneous freshwater fishes,6159,NA,pelagic,NA,-1,NA,-1,4.04,NA,NA,0.78,NA,NA,NA,NA,2.00E+04,NA,40476,NA
"Pirestani S., Ali Sahari M., Barzegar M., Seyfabadi S.J. (2009). Chemical compositions and minerals of some commercially important fish species from the South Caspian Sea. International Food Research Journal 16: 39-44",216,Pike_perch_wild_edible_flesh_raw,Sander lucioperca,ca_mg,14.16,finfish,35.707481,35.707481,100,100,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,100,NA,50,NA,556,NA,59043,NA,100,4.3,900369,NA,Nov,Miscellaneous freshwater fishes,6159,NA,pelagic,NA,-1,NA,-1,4.04,NA,NA,0.78,NA,NA,NA,NA,2.00E+04,NA,40476,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",67,Atlantic_bonito_wild_muscle_tissue_raw,Sarda sarda,ca_mg,83.49,finfish,41.00527,41.00527,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,90,NA,50,NA,168,NA,168,NA,91.05,4.2,900560,NA,9/7/2017,"Tunas, bonitos, billfishes",168,NA,pelagic-neritic,NA,-1,NA,0,4.34,4.5,NA,0.83,NA,NA,NA,NA,1.10E+04,NA,40637,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",70,Atlantic_bonito_wild_muscle_tissue_raw,Sarda sarda,ca_mg,79.2,finfish,41.00527,41.00527,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,90,NA,50,NA,168,NA,168,NA,91.05,4.2,900559,NA,8/7/2017,"Tunas, bonitos, billfishes",168,NA,pelagic-neritic,NA,-1,NA,0,4.34,4.5,NA,0.83,NA,NA,NA,NA,1.10E+04,NA,40637,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",79,Atlantic_bonito_wild_muscle_tissue_raw,Sarda sarda,ca_mg,71.08,finfish,41.00527,41.00527,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,90,NA,50,NA,168,NA,168,NA,91.05,4.2,900558,NA,7/7/2017,"Tunas, bonitos, billfishes",168,NA,pelagic-neritic,NA,-1,NA,0,4.34,4.5,NA,0.83,NA,NA,NA,NA,1.10E+04,NA,40637,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",82,Atlantic_bonito_wild_muscle_tissue_raw,Sarda sarda,ca_mg,70.05,finfish,41.00527,41.00527,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,90,NA,50,NA,168,NA,168,NA,91.05,4.2,900561,NA,10/7/2017,"Tunas, bonitos, billfishes",168,NA,pelagic-neritic,NA,-1,NA,0,4.34,4.5,NA,0.83,NA,NA,NA,NA,1.10E+04,NA,40637,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",95,Atlantic_bonito_wild_muscle_tissue_raw,Sarda sarda,ca_mg,63.77,finfish,41.00527,41.00527,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,90,NA,50,NA,168,NA,168,NA,91.05,4.2,900552,NA,1/7/2017,"Tunas, bonitos, billfishes",168,NA,pelagic-neritic,NA,-1,NA,0,4.34,4.5,NA,0.83,NA,NA,NA,NA,1.10E+04,NA,40637,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",118,Atlantic_bonito_wild_muscle_tissue_raw,Sarda sarda,ca_mg,59.39,finfish,41.00527,41.00527,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,90,NA,50,NA,168,NA,168,NA,91.05,4.2,900556,NA,5/7/2017,"Tunas, bonitos, billfishes",168,NA,pelagic-neritic,NA,-1,NA,0,4.34,4.5,NA,0.83,NA,NA,NA,NA,1.10E+04,NA,40637,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",140,Atlantic_bonito_wild_muscle_tissue_raw,Sarda sarda,ca_mg,50.53,finfish,41.00527,41.00527,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,90,NA,50,NA,168,NA,168,NA,91.05,4.2,900554,NA,3/7/2017,"Tunas, bonitos, billfishes",168,NA,pelagic-neritic,NA,-1,NA,0,4.34,4.5,NA,0.83,NA,NA,NA,NA,1.10E+04,NA,40637,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",190,Atlantic_bonito_wild_muscle_tissue_raw,Sarda sarda,ca_mg,21.29,finfish,41.00527,41.00527,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,90,NA,50,NA,168,NA,168,NA,91.05,4.2,900553,NA,2/7/2017,"Tunas, bonitos, billfishes",168,NA,pelagic-neritic,NA,-1,NA,0,4.34,4.5,NA,0.83,NA,NA,NA,NA,1.10E+04,NA,40637,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",191,Atlantic_bonito_wild_muscle_tissue_raw,Sarda sarda,ca_mg,21.28,finfish,41.00527,41.00527,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,90,NA,50,NA,168,NA,168,NA,91.05,4.2,900562,NA,11/7/2017,"Tunas, bonitos, billfishes",168,NA,pelagic-neritic,NA,-1,NA,0,4.34,4.5,NA,0.83,NA,NA,NA,NA,1.10E+04,NA,40637,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",192,Atlantic_bonito_wild_muscle_tissue_raw,Sarda sarda,ca_mg,21.17,finfish,41.00527,41.00527,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,90,NA,50,NA,168,NA,168,NA,91.05,4.2,900555,NA,4/7/2017,"Tunas, bonitos, billfishes",168,NA,pelagic-neritic,NA,-1,NA,0,4.34,4.5,NA,0.83,NA,NA,NA,NA,1.10E+04,NA,40637,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",195,Atlantic_bonito_wild_muscle_tissue_raw,Sarda sarda,ca_mg,20.38,finfish,41.00527,41.00527,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,90,NA,50,NA,168,NA,168,NA,91.05,4.2,900557,NA,6/7/2017,"Tunas, bonitos, billfishes",168,NA,pelagic-neritic,NA,-1,NA,0,4.34,4.5,NA,0.83,NA,NA,NA,NA,1.10E+04,NA,40637,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",230,Atlantic_bonito_wild_muscle_tissue_raw,Sarda sarda,ca_mg,12.16,finfish,41.00527,41.00527,91.05,90,4.34,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,90,NA,50,NA,168,NA,168,NA,91.05,4.2,900551,NA,12/6/2017,"Tunas, bonitos, billfishes",168,NA,pelagic-neritic,NA,-1,NA,0,4.34,4.5,NA,0.83,NA,NA,NA,NA,1.10E+04,NA,40637,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",138,NA,Sardinella fimbriata,ca_mg,51.4,finfish,NA,NA,13,NaN,2.700000048,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),NA,NaN,NA,11,NA,188,NA,188,NA,13,NA,NA,NA,NA,NA,43081,NA,pelagic-neritic,NA,-1,NA,0,2.700000048,NA,NA,0.3026,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",1861,NA,Sardinella longiceps,ca_mg,523.9,finfish,22.57,NA,23,NaN,2.410000086,grazing on aquatic plants,plants/detritus+animals (troph. 2.2-2.79),oceanodromous,NaN,NA,20,NA,188,NA,188,NA,23,NA,NA,"collected from landing stations in India, no specific locations published",NA,NA,188,NA,pelagic-neritic,NA,0,NA,0,2.410000086,NA,NA,0.2222,NA,NA,NA,NA,200,NA,4883,NA
"Steiner-Asiedu M., Julshamn K., Lie Ø. (1991). Effect of local processing methods (cooking, frying and smoking) on three fish species from Ghana: Part I. Proximate composition, fatty acids, minerals, trace elements and vitamins. Food Chemistry 40:309-321",36,Flat_sardine_wild_skin-on_fillet_raw,Sardinella sp.,ca_mg,398.52,finfish,4.565474,4.565474,31,31,NaN,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,31,3.4,902199,NA,NA,"Herrings, sardines, anchovies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,148,NA,Saxidomus gigantea,ca_mg,46,mollusc,52.372895,52.372895,13,13,NaN,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",106,Rudd_wild_skinless_fillet_raw,Scardinius erythrophthalmus,ca_mg,61,finfish,41.53,41.53,51,51,2.89,variable,mainly animals (troph. 2.8 and up),potamodromous,51,NA,20,NA,556,NA,30578,NA,51,2.9,900172,NA,Summer 1987,"Carps, barbels and other cyprinids",NA,NA,benthopelagic,NA,-1,NA,-1,2.89,NA,NA,0.39,NA,NA,NA,NA,2097,NA,6258,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",123,Rudd_wild_skinless_fillet_raw,Scardinius erythrophthalmus,ca_mg,58,finfish,41.53,41.53,51,51,2.89,variable,mainly animals (troph. 2.8 and up),potamodromous,51,NA,20,NA,556,NA,30578,NA,51,2.9,900173,NA,Summer 1988,"Carps, barbels and other cyprinids",NA,NA,benthopelagic,NA,-1,NA,-1,2.89,NA,NA,0.39,NA,NA,NA,NA,2097,NA,6258,NA
"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",1881,NA,Schizothorax richardsonii,ca_mg,414.7,finfish,22.57,NA,60,NaN,2,variable,mainly plants/detritus (troph. 2-2.19),potamodromous,NaN,NA,NA,NA,NA,NA,4832,NA,60,NA,NA,"collected from landing stations in India, no specific locations published",NA,NA,6351,NA,demersal,NA,0,NA,-1,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",200,NA,Scoliodon laticaudus,ca_mg,19.3,finfish,NA,NA,100,NaN,4.11,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NaN,NA,NA,NA,NA,NA,5450,NA,100,NA,NA,NA,NA,NA,4959,NA,demersal,NA,-1,NA,0,4.11,3.8,0.39,0.66,NA,NA,NA,NA,NA,NA,NA,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",165,NA,Scomberomorus guttatus,ca_mg,35.3,finfish,NA,NA,76,76,4.28,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,55,NA,9684,NA,168,NA,76,NA,NA,NA,NA,NA,168,NA,pelagic-neritic,NA,-1,NA,0,4.28,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1997,Maita,Scomberomorus guttatus,ca_mg,34,finfish,23.81,NA,76,76,4.28,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,55,NA,9684,NA,168,NA,76,NA,NA,Cox's Bazar,July–September 2012,NA,168,NA,pelagic-neritic,NA,-1,NA,0,4.28,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2007,brown scorpion fish,Scorpaena porcus,ca_mg,78.3,finfish,NA,NA,37,37,3.78,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NaN,NA,15,NA,3397,NA,40637,NA,37,NA,NA,Marmara Sea,NA,NA,NA,NA,demersal,NA,0,NA,0,3.78,3.92,0.169,0.83,NA,NA,NA,NA,870,NA,40637,NA
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2006,red scorpion fish,Scorpena scrofa,ca_mg,129.5,finfish,NA,NA,30,50,3.95,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,50,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,Marmara Sea,NA,NA,NA,hunting macrofauna (predator),NA,NA,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2017,shovelnosed lobster,Scyllarides latus,ca_mg,44.2,crustacean,NA,NA,NaN,45,3.86,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,45,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,Aegean Sea,NA,NA,NA,hunting macrofauna (predator),NA,NA,NA,NA,NA,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",224,Ocean_perch_wild_fillet_raw,Sebastes caurinus,ca_mg,13,finfish,63.968654,63.968654,65.25,93.5,3.68,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,93.5,NA,NA,NA,NA,NA,27437,NA,65.25,4.08,901255,NA,NA,Miscellaneous demersal fishes,27302,NA,demersal,NA,0,NA,0,3.68,4.06,0.49,0.59,NA,NA,NA,NA,2740,NA,40637,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",233,Deepwater_redfish_wild_fillet_raw,"Sebastes mentella Travin, 1951_",ca_mg,12,finfish,63.968654,63.968654,33,45.5,NaN,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,45.5,NA,NA,NA,NA,NA,NA,NA,33,3.65,901254,NA,NA,Miscellaneous demersal fishes,9045,NA,NA,NA,NA,NA,NA,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,167,Yelloweye_rockfish,Sebastes ruberrimus,ca_mg,32,finfish,52.372895,52.372895,104,104,3.99,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,104,NA,NA,NA,NA,NA,40637,NA,104,NA,NA,NA,NA,NA,27302,NA,reef-associated,NA,0,NA,0,3.99,4.43,0.37,0.6,NA,NA,NA,NA,17820,NA,40637,NA
"Lourenco H.M., Anacleto P., Afonso C., Ferraria V., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Elemental composition of cephalopods from Portuguese continental waters. Food Chemistry 113: 1146-1153",1662,NA,Sepia officinalis,ca_mg,13.4,mollusc,NA,NA,28,28,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2024,common cuttlefish,Sepia officinalis,ca_mg,36,mollusc,NA,NA,28,28,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,Aegean Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",2001,Tular Dandi,Sillaginopsis panijus,ca_mg,230,finfish,23.81,NA,44,NaN,3.27,variable,plants/detritus+animals (troph. 2.2-2.79),amphidromous,NaN,NA,25,NA,3504,NA,4833,NA,44,NA,NA,Cox's Bazar,July–September 2012,NA,6205,NA,demersal,NA,-1,NA,-1,3.27,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",176,Sheatfish_wild_skinless_fillet_raw,Silurus glanis,ca_mg,27,finfish,41.53,41.53,500,500,4.12,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,500,NA,300,NA,9988,NA,59043,NA,500,4.4,900174,NA,Summer 1987,Miscellaneous freshwater fishes,9053,NA,benthopelagic,NA,-1,NA,-1,4.12,4.36,0.172,0.72,NA,NA,NA,NA,3.06E+05,NA,9988,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",182,Sheatfish_wild_skinless_fillet_raw,Silurus glanis,ca_mg,24,finfish,41.53,41.53,500,500,4.12,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,500,NA,300,NA,9988,NA,59043,NA,500,4.4,900175,NA,Summer 1988,Miscellaneous freshwater fishes,9053,NA,benthopelagic,NA,-1,NA,-1,4.12,4.36,0.172,0.72,NA,NA,NA,NA,3.06E+05,NA,9988,NA
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",71,NA,Solea solea,ca_mg,78.7263,finfish,NA,NA,70,70,3.299999952,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,35,NA,5504,NA,4710,NA,70,NA,NA,NA,NA,NA,4645,NA,demersal,NA,-1,NA,0,3.299999952,3.21,0.148,0.6585,NA,NA,NA,NA,3.00E+03,NA,5504,NA
