sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,Land,ASFA,Synopsis,DateSynopsis,Flag,VancouverAquarium,Sp2000_NameCode,Sp2000_HierarchyCode,Sp2000_AuthorRefNumber,E_Append,E_DateAppend,SpecCode
Spicara maena,Cypraecassis,testiculus,19,"(Linnaeus, 1758)",reticulate cowrie-helmet,Cytes_u0.jpg,NA,NA,NA,2035,NA,O,NA,NA,0,0,0,1,reef-associated,NA,NA,0,60,3446,0,3,3446,NA,NA,NA,NA,NA,8.5,TL,NA,NA,3446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,"This species is found in intertidal and offshore coral reefs, on sand and seagrass habitats (Ref. 83934).",NA,11,2005-12-11T00:00:00.000Z,1,2010-06-02T00:00:00.000Z,NA,NA,2015-05-11T10:20:06.000Z,0,NA,NA,NA,NA,0,ITS-73011,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,4887
Acanthurus lineatus,Marginella,fusina,19,"Dall, 1881",NA,NA,NA,NA,NA,2008,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:29.000Z,0,NA,NA,NA,NA,0,ITS-205093,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,1258
Spondyliosoma cantharus,Pneumodermopsis,ciliata,7861,"(Gegenbauer, 1855)",NA,NA,NA,NA,NA,1981,NA,O,NA,NA,0,0,0,1,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:47.000Z,0,NA,NA,NA,NA,0,ITS-205222,Animalia-Mollusca-Gastropoda-Gymnosomata,NA,NA,NA,1356
Sprattus sprattus,Pneumodermopsis,oligocotyla,7850,"Massy, 1917",NA,NA,NA,NA,NA,1981,NA,O,NA,NA,0,0,0,1,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:47.000Z,0,NA,NA,NA,NA,0,ITS-205223,Animalia-Mollusca-Gastropoda-Gymnosomata,NA,NA,NA,1357
Stolothrissa tanganicae,Thiara,indefinita,19,"Lea & Lea, 1851",NA,NA,NA,NA,NA,2067,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:21:03.000Z,0,NA,NA,NA,NA,0,ITS-331515,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,1549
Syacium gunteri,Atlanta,inflata,78032,"Gray, 1850",NA,NA,NA,NA,NA,2026,NA,O,NA,"Non d'Orbigny, 1835; Case 3494 pending with ICZN seeks to allow continued use of name under Article 23.9.5 (Ref. 83435).",0,0,0,1,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,3,2011-08-12T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:19:48.000Z,0,NA,NA,NA,NA,0,ITS-72847,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,4231
Synodus foetens,Somatogyrus,obtusus,19,"Walker, 1904",moon pebblesnail,NA,NA,NA,NA,2046,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:57.000Z,0,NA,NA,NA,NA,0,ITS-70567,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,2719
Synodontis victoriae,Anopsilana,browni,19,"(Van Name, 1936)",NA,NA,NA,NA,NA,521,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Inhabits shallow waters (Ref. 3113).,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:43.000Z,0,NA,NA,NA,NA,0,ITS-542993,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,9638
Thunnus orientalis,Sphaeroma,triste,19,"Heller, 1865",NA,NA,NA,NA,NA,593,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Inhabits shallow waters (Ref. 3113).,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:57.000Z,0,NA,NA,NA,NA,0,ITS-546768,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,14290
Thynnichthys thynnoides,Coronadillo,milleri,19,"(Chilton, 1917)",NA,NA,NA,NA,NA,508,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:02.000Z,0,NA,NA,NA,NA,0,ITS-594892,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,16209
Tilapia rendalli,Orobophana,cookei,19,"Neal, 1934",NA,NA,NA,NA,NA,2079,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:40.000Z,0,NA,NA,NA,NA,0,ITS-331438,Animalia-Mollusca-Gastropoda-Neritopsina,NA,NA,NA,1397
Tilapia zillii,Okenia,leachii,3477,"(Alder & Hancock, 1854)",NA,NA,NA,NA,NA,2111,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:38.000Z,0,NA,NA,NA,NA,0,ITS-205269,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,1390
Trachinotus blochii,Plicopurpura,patula,86671,"(Linnaeus, 1758)",widemouth rocksnail,NA,NA,NA,NA,2011,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,0,2,83435,NA,NA,NA,NA,NA,NA,NA,NA,8.5,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,"This species is found offshore, supra-, sub-, and intertidal, in coral reefs, particularly on coral and rocky habitats (Ref. 83934).",NA,11,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:47.000Z,0,NA,NA,NA,NA,0,ITS-568108,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,3,2011-08-12,1963
Trachinus draco,Thliptodon,gegenbauri,85339,"Boas, 1886",NA,NA,NA,NA,NA,1982,NA,O,NA,NA,0,0,0,1,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,205,2010-11-17T00:00:00.000Z,NA,NA,2015-05-11T10:21:03.000Z,0,NA,NA,NA,NA,0,ITS-205235,Animalia-Mollusca-Gastropoda-Gymnosomata,NA,NA,NA,1363
Trachurus lathami,Frigidoalvania,pelagica,19,"(Stimpson, 1851)",carinate alvania,NA,NA,NA,NA,2063,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,30,808,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.3,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:15.000Z,0,NA,NA,NA,NA,0,ITS-567612,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,369
Trachurus mediterraneus,Propilidium,ancyloides,19,"(Forbes, 1849)",NA,NA,NA,NA,NA,2136,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:50.000Z,0,NA,NA,NA,NA,0,ITS-204834,Animalia-Mollusca-Gastropoda-Patellogastropoda,NA,NA,NA,1278
Trichiurus lepturus,Solariella,cincta,19,"(Philippi, 1836)",NA,NA,NA,NA,NA,1953,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:57.000Z,0,NA,NA,NA,NA,0,ITS-204862,Animalia-Mollusca-Gastropoda-Archaeogastropoda,NA,NA,NA,1288
Trigla lyra,Barleeia,subtenuis,19,"Carpenter, 1864",fragile barleysnail,NA,NA,NA,NA,2027,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:49.000Z,0,NA,NA,NA,NA,0,ITS-73215,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,5038
Umbrina cirrosa,Arene,venusta,19,"(Woodring, 1928)",NA,ArvenUuq.jpg,NA,NA,NA,1954,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,40,53,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.45,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,11,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:19:45.000Z,0,NA,NA,NA,NA,0,ITS-204896,Animalia-Mollusca-Gastropoda-Archaeogastropoda,NA,3,2011-08-12,1306
Upeneus moluccensis,Janthina,exigua,85339,"Lamarck, 1816",dwarf janthina,NA,NA,NA,NA,2047,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,0,0,83435,NA,NA,NA,NA,NA,NA,NA,NA,1.53,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Live specimens frequently cast up on the beaches (Ref. 88739).,NA,5,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:23.000Z,0,NA,NA,NA,NA,0,ITS-72388,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,4444
Upeneus parvus,Paraoncidium,chameleon,19,"(Brazier, 1886)",NA,NA,NA,NA,NA,2208,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,5,2007-07-25T00:00:00.000Z,NA,NA,2015-05-11T10:20:42.000Z,0,NA,NA,NA,NA,0,AFD-Pul-3941,Animalia-Mollusca-Gastropoda-Systellommatophora,NA,NA,NA,1095
Xenentodon cancila,Asellus,miurai,19,"Chappuis, 1955",NA,NA,NA,NA,NA,510,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:47.000Z,0,NA,NA,NA,NA,0,ITS-542620,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,10124
Zeus faber,Doris,nobilis,3477,"Odhner, 1907",NA,NA,NA,NA,NA,2103,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:09.000Z,0,NA,NA,NA,NA,0,ITS-205244,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,1370
Megalancistrus parananus,Ophiocantha,ophiocantoides,19,"Clark, 1901",NA,NA,NA,NA,NA,3421,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2010-03-25T00:00:00.000Z,NA,NA,2015-05-11T10:20:39.000Z,0,NA,NA,NA,NA,0,ITS-157819,Animalia-Echinodermata-Ophiuroidea-Ophiurida,NA,NA,NA,49946
Pterodoras granulosus,Gnathia,rathi,87198,"Kensley, 1984",NA,NA,NA,NA,NA,536,NA,O,87198,NA,0,0,0,1,reef-associated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Inhabits shallow waters (Ref. 3113).,NA,2,2005-12-11T00:00:00.000Z,4,2011-06-20T00:00:00.000Z,NA,NA,2015-05-11T10:20:17.000Z,0,NA,NA,NA,NA,0,ITS-544534,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,12109
Plagioscion squamosissimus,Gyrotoma,pagoda,19,"(Lea, 1845)",pagoda slitshell,NA,NA,NA,NA,2059,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:18.000Z,0,NA,NA,NA,NA,0,ITS-71893,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,4310
Prochilodus lineatus,Natatolana,nitida,7978,"(Hale, 1952)",NA,NA,NA,NA,NA,521,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,40,334,7978,NA,NA,NA,NA,NA,NA,NA,10.0,3.0,BL,NA,NA,7978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2005-12-11T00:00:00.000Z,4,2011-08-09T00:00:00.000Z,NA,NA,2015-05-11T10:20:34.000Z,0,NA,NA,NA,NA,0,ITS-545781,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,13056
Salminus brasiliensis,Ammothea,minor,19,"(Hodgson, 1907)",NA,NA,NA,NA,NA,24,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,3,2006-01-12T00:00:00.000Z,NA,NA,2015-05-11T10:19:41.000Z,0,NA,NA,NA,NA,0,URM-261,Animalia-Arthropoda-Pycnogonida-Not assigned,NA,NA,NA,56329
Leporinus elongatus,Proales,segnis,19,"Myers, 1938",NA,NA,NA,NA,NA,2722,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:49.000Z,0,NA,NA,NA,NA,0,ITS-58813,Animalia-Rotifera-Eurotatoria-Ploima,NA,NA,NA,53291
Leporinus friderici,Metacirolana,basteni,19,"(Bruce, 1980)",NA,NA,NA,NA,NA,521,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Inhabits shallow waters (Ref. 3113).,NA,2,2005-12-11T00:00:00.000Z,NA,2008-06-24T00:00:00.000Z,NA,NA,2015-05-11T10:20:31.000Z,0,NA,NA,NA,NA,0,ITS-545401,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,12330
Serrasalmus emarginatus,Chaetonotus,pungens,19,"Balsamo, 1990",NA,NA,NA,NA,NA,74,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:57.000Z,0,NA,NA,NA,NA,0,URM-7128,Animalia-Gastrotricha-Not assigned-Chaetonotoidea,NA,NA,NA,58148
Hoplias malabaricus,Crepidula,plana,86671,"Say, 1822",eastern white slippersnail,NA,NA,NA,NA,2032,NA,O,NA,"Collin (2000) redefined <i>Crepidula plana^, restricting its range to Georgia and north. Records of <i>C. plana<i>in Florida and the Gulf of Mexico may apply to <i>C. depressa<i>and <i>C. atrasolea^. Records from Brazil may be <i>C. intratesta^. The identity of records from the Caribbean and northern South America has not yet been determined, so they are maintained here under <i>C. plana<i>pending resolution (Ref. 83435).",0,0,0,1,reef-associated,NA,NA,0,27,83934,NA,NA,NA,NA,NA,NA,NA,NA,4.0,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,"This species is found intertidal and offshore, in coral reefs, reef lagoons, drift, cienaga facies, and mangrove areas, particularly on algae ascidians, boulder, coral, mud, octocoral, rock, sand, seagrass, shell, sponge and wood habitats (Ref. 83934).",NA,4,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:03.000Z,0,NA,NA,NA,NA,0,ITS-72627,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,4757
