ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude.x,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,country_region,updated_ref_info,location,latitude_details,latitude.y,longitude,weight_from_study_g,length_from_study,X13,abs_lat2
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",374,Bogue_seabream_wild_edible_flesh_raw,Boops boops,fat_g,1,finfish,39.019184,39.019184,34.92857143,30,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",375,Bogue_wild_fillet_raw,Boops boops,fat_g,3.64,finfish,38.963745,38.963745,34.92857143,30,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",376,Bogue_seabream_wild_edible_flesh_raw,Boops boops,fat_g,1.17,finfish,39.019184,39.019184,34.92857143,30,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",1559,NA,Boops boops,fat_g,1.31,finfish,39.074208,NA,34.92857143,30,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,"The samples were obtained from fish markets in various regions of Greece (Macedonia, Attica, Peloponnese)","approximate location used, actual location unknown",39.074208,21.824312,NA,NA,NA,39.074208
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1047,Salema/Strepie_wild_edible_flesh_raw,Boops salpa,fat_g,1,finfish,39.019184,39.019184,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1048,Salema/Strepie_wild_edible_flesh_raw,Boops salpa,fat_g,4,finfish,39.019184,39.019184,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",1049,Salema_wild_fillet_raw,Boops salpa,fat_g,0.95,finfish,37.370157,37.370157,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1050,Salema/Strepie_wild_edible_flesh_raw,Boops salpa,fat_g,3.67,finfish,39.019184,39.019184,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",377,Wide-eyed_flounder_wild_fillet_raw,Bothus podas,fat_g,0.47,finfish,37.370157,37.370157,45,45,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1971,"Rani, Bou",Botia dario,fat_g,10.6,finfish,23.81,NA,15.1,NaN,NA,NA,NA,NA,Sylhet,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",379,Brazilian_menhaden_adult_fish_muscle_flesh_middle_portion_raw,Brevoortia aurea,fat_g,9.64,finfish,23.372169,-23.372169,26,26,2.75,filtering plankton,plants/detritus+animals (troph. 2.2-2.79),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Méndez E., González R.M., Inocente G., Giudice H., Grompone M.A. (1996). Lipid content and fatty acid composition of fillets of six fishes from the Rio de la Plata. Journal of Food Composition and Analysis 9: 163-170",380,Brazilian_menhaden_wild_fillet_raw,Brevoortia spp.,fat_g,13.6,finfish,34.941407,-34.941407,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",381,Tusk_wild_skinless_fillet_raw,Brosme brosme,fat_g,0.7,finfish,60.529651,60.529651,120,120,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",381,Tusk_wild_skinless_fillet_raw,Brosme brosme,fat_g,0.7,finfish,60.529651,60.529651,120,120,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",382,Tusk_wild_skinless_fillet_raw,Brosme brosme,fat_g,0.6,finfish,60.529651,60.529651,120,120,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",382,Tusk_wild_skinless_fillet_raw,Brosme brosme,fat_g,0.6,finfish,60.529651,60.529651,120,120,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"De Souza Franco M.L.R., Viegas E.M.M., Kronka S.N., Vidotti R.M., Assano M., Gasparino E. (2010). Effects of hot and cold smoking process on organoleptic properties, yield and composition of matrinxa fillet. Revista Brasilerira de Zootecnia 39(4):695-700",1360,NA,Brycon cephalus,fat_g,3.37,finfish,10.354313,NA,45,NaN,2,other,mainly plants/detritus (troph. 2-2.19),NA,NA,NA,"Pontal do Peba, município de Piaçabuçu (Alagoas",NA,-10.354313,-36.293839,NA,NA,NA,10.354313
"Moreira A.B., Visentainer J.V., de Souza N.E., Matsushita M. (2001). Fatty acid profile and cholesterol contents of three Brazilian Brycon freshwater fishes. Journal of Food Composition and Analysis 14:565-574",418,Piraputanga_wild_fillet_raw,Brycon microlepis,fat_g,2.49,finfish,15.601411,-15.601411,56,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moreira A.B., Visentainer J.V., de Souza N.E., Matsushita M. (2001). Fatty acid profile and cholesterol contents of three Brazilian Brycon freshwater fishes. Journal of Food Composition and Analysis 14:565-574",383,Piracanjuba_wild_fillet_raw,Brycon orbignyanus,fat_g,3.56,finfish,18.327778,18.327778,79.5,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2016,shamefaced crab,Calappa granulata,fat_g,0.64,crustacean,39.019184,NA,NaN,10,3.94,NA,mainly animals (troph. 2.8 and up),NA,Aegean Sea,NA,Aegean Sea,NA,39.019184,25.268555,NA,NA,NA,39.019184
"Gökodlu N., Yerlikaya P. (2003). Determination of proximate composition and mineral contents of blue crab (Callinectes sapidus) and swim crab (Portunus pelagicus) caught off the Gulf of Antalya. Food Chemistry 80: 495-498",384,Blue_crab_wild_body_meat_raw,Callinectes sapidus,fat_g,0.79,crustacean,36.5,36.5,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gökodlu N., Yerlikaya P. (2003). Determination of proximate composition and mineral contents of blue crab (Callinectes sapidus) and swim crab (Portunus pelagicus) caught off the Gulf of Antalya. Food Chemistry 80: 495-498",385,Blue_crab_wild_claw_meat_raw,Callinectes sapidus,fat_g,0.64,crustacean,36.5,36.5,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,1301,NA,Callorhinchus capensis,fat_g,1,finfish,40.900557,NA,122,NaN,3.45,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,New Zealand,"approximate location used, actual location unknown",-40.900557,174.885971,NA,NA,NA,40.900557
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1399,NA,Carangoides malabaricus,fat_g,1.61,finfish,20.593684,NA,60,NaN,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NA,NA,"Other samples were collected during Cruise 153 of FORV Sagarsampada, from local markets and aquaculture farms","approximate location used, actual location unknown",20.593684,78.96288,NA,NA,NA,20.593684
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1400,NA,Carangoides malabaricus,fat_g,1.16,finfish,20.593684,NA,60,NaN,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NA,NA,"Other samples were collected during Cruise 153 of FORV Sagarsampada, from local markets and aquaculture farms","approximate location used, actual location unknown",20.593684,78.96288,NA,NA,NA,20.593684
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",386,Blue_runner_wild_fillet_raw,Caranx crysos,fat_g,6.17,finfish,37.370157,37.370157,70,70,3.63,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",387,Blue_runner_adult_fish_muscle_flesh_middle_portion_raw,Caranx crysos,fat_g,18.8,finfish,23.372169,-23.372169,70,70,3.63,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1370,NA,Caranx crysos,fat_g,3.58,finfish,19.432608,NA,70,70,3.63,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,"seafood market in mexico city, exact source location unkown",NA,19.432608,-99.133208,NA,NA,NA,19.432608
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1373,NA,Caranx hippos,fat_g,2.52,finfish,19.432608,NA,124,NaN,3.83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,"seafood market in mexico city, exact source location unkown",NA,19.432608,-99.133208,NA,NA,NA,19.432608
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1391,NA,Caranx hippos,fat_g,7.11,finfish,20.593684,NA,124,NaN,3.83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,"Other samples were collected during Cruise 153 of FORV Sagarsampada, from local markets and aquaculture farms","approximate location used, actual location unknown",20.593684,78.96288,NA,NA,NA,20.593684
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1401,NA,Caranx hippos,fat_g,1.01,finfish,20.593684,NA,124,NaN,3.83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,"Other samples were collected during Cruise 153 of FORV Sagarsampada, from local markets and aquaculture farms","approximate location used, actual location unknown",20.593684,78.96288,NA,NA,NA,20.593684
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",259,NA,Caranx ignobilis,fat_g,1.4,finfish,NA,NA,170,NaN,4.48,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1402,NA,Caranx ignobilis,fat_g,1.73,finfish,20.593684,NA,170,NaN,4.48,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,"Other samples were collected during Cruise 153 of FORV Sagarsampada, from local markets and aquaculture farms","approximate location used, actual location unknown",20.593684,78.96288,NA,NA,NA,20.593684
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",121,Crucian_carp_wild_skinless_fillet_raw,Carassius carassius,fat_g,1.6,finfish,41.53,41.53,64,64,3.11,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",126,Crucian_carp_wild_skinless_fillet_raw,Carassius carassius,fat_g,1.2,finfish,41.53,41.53,64,64,3.11,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aggelousis G., Lazos E.S. (1990). Fatty acid composition of the lipids from eight freshwater fish species from Greece. Journal of Food Composition and Analaysis 4: 68-76",388,Crucian_carp_wild_skinless_boneless_fillet_raw,Carassius carassius,fat_g,1.5,finfish,41.53,41.53,64,64,3.11,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lytle J.S., Lytle T.F. (1994). Fatty acid and cholesterol content of sharks and rays. Journal of Food Composition and Analysis 7: 110-118",389,Blacktip_shark_wild_fillet_along_dorsal_line_raw,Carcharhinus limbatus,fat_g,0.46,finfish,25.304304,25.304304,262.75,226,4.46,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1368,NA,Carcharhinus porosus,fat_g,2.37,finfish,19.432608,NA,150,NaN,4.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,"seafood market in mexico city, exact source location unkown",NA,19.432608,-99.133208,NA,NA,NA,19.432608
"Skonberg D.I., Perkins B.L. (2002). Nutrient composition of green crab (Carcinus maenus) leg meat and claw meat. Food Chemistry 77: 401-404",390,Green_crab_wild_claw_meat_raw,Carcinus maenas,fat_g,0.5,crustacean,43.133595,43.133595,10,10,3.5,NA,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",194,NA,Catla catla,fat_g,1,finfish,NA,NA,182,NaN,2.8,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swapna H.C., Amit K.R., Bhaskar N., Sachindra N.M. (2010). Lipid classes and fatty acid profile of selected Indian fresh water fishes. J Food Sci Technol 47(4): 394-400",1355,NA,Catla catla,fat_g,1.2,finfish,20.593684,NA,182,NaN,2.8,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),potamodromous,NA,NA,"unknown, India",NA,20.593684,78.96288,NA,NA,NA,20.593684
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1983,Catla,Catla catla,fat_g,0.7,finfish,23.81,NA,182,NaN,2.8,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),potamodromous,Mymensingh,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",378,Gulf_bareye_tilefish_wild_edible_portion_raw,Caulolatilus intermedius,fat_g,2.1,finfish,19.173773,19.173773,60,60,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",392,Leafscale_gulper_shark_wild_dorsal_muscle_raw,Centrophorus squamosus,fat_g,0.99,finfish,57.596278,57.596278,164,164,4.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",76,NA,Centropomus undecimalis,fat_g,1.66,finfish,10.654451,NA,140,NaN,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NA,NA,Maracaibo,NA,10.654451,-71.714795,NA,NA,NA,10.654451
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1377,NA,Centropomus undecimalis,fat_g,3.28,finfish,19.432608,NA,140,NaN,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NA,NA,"seafood market in mexico city, exact source location unkown",NA,19.432608,-99.133208,NA,NA,NA,19.432608
