Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,DemersPelag,DepthRangeDeep,Length,user_supplied_name,submitted_name,score,exclude,realm,obs_id,taxize_name,subgroup,common_name,body_part,food_name_in_english,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id
Nacella deaurata,NA,NA,grazing on aquatic plants,NA,temperate,benthic,96,6.1,Nacella deaurata,Nacella deaurata,0.988,NA,marine,seadata97,Nacella deaurata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,0.967,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2033",NA,NA,NA,NA
Orconectes limosus,NA,NA,NA,NA,temperate,demersal,NA,NA,Orconectes limosus,Orconectes limosus,0.988,NA,marine,bc1184,Orconectes limosus,Crustacean,Spinycheek crayfish,NA,"Spinycheek crayfish, wild, male, meat, raw",NA,NA,NA,NA,NA,NA,0.43,fi228,"Poland, Brda River mouth","Mar, Apr 2008",FA converted using XFA,2010,0901223
Orconectes limosus,NA,NA,NA,NA,temperate,demersal,NA,NA,Orconectes limosus,Orconectes limosus,0.988,NA,marine,bc1185,Orconectes limosus,Crustacean,Spinycheek crayfish,NA,"Spinycheek crayfish, wild, male, meat, raw",NA,NA,NA,NA,NA,NA,0.44,fi228,"Poland, Lake Gopło","Mar, Apr 2008",FA converted using XFA,2010,0901224
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,bc429,Ostrea edulis,Mollusc,European flat oyster,NA,"European flat oyster, wild, edible flesh, raw",NA,NA,NA,NA,NA,NA,NA,fi80,"Greece, Aegean Sea",NA,NA,1995,0900448
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata10,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",60.6,3.78,45.7,NA,NA,NA,NA,sea2,Mali Ston,NA,NA,NA,NA
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata11,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",261.6,3.21,101.9,NA,NA,NA,NA,sea2,Sutvid,NA,NA,NA,NA
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata12,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",126.7,2.55,54,NA,NA,NA,NA,sea2,Bistrina,NA,NA,NA,NA
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata23,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",23.6017,1.7316,19.2468,NA,NA,9.28,2.04,sea3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,NA,NA,NA,NA
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata24,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",23.3905,4.0374,86.2042,NA,NA,9.09,1.92,sea3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,NA,NA,NA,NA
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata25,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",25.8339,2.1842,58.7299,NA,NA,10.3,2.4,sea3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,NA,NA,NA,NA
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata26,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",30.2673,5.2411,29.0114,NA,NA,9.74,5.51,sea3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,NA,NA,NA,NA
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata27,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",44.7876,1.349,41.8197,NA,NA,9.32,1.47,sea3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,NA,NA,NA,NA
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata28,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",54.8653,3.9096,49.6959,NA,NA,8.71,2.04,sea3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,NA,NA,NA,NA
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata29,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",20.1334,2.1565,26.9619,NA,NA,6.85,1.69,sea3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,NA,NA,NA,NA
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata5,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",236.8,7.79,51,NA,NA,NA,NA,sea2,Savudrijska vala,NA,NA,NA,NA
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata6,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",91.3,4.12,98.5,NA,NA,NA,NA,sea2,Vabriga,NA,NA,NA,NA
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata7,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",128.3,4.76,40.2,NA,NA,NA,NA,sea2,Lim Bay,NA,NA,NA,NA
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata8,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",205.5,5.19,92.8,NA,NA,NA,NA,sea2,Brijesta,NA,NA,NA,NA
Ostrea edulis,NA,mainly plants/detritus (troph. 2-2.19),selective plankton feeding,2,subtropical,benthic,200,12,Ostrea edulis,Ostrea edulis,0.988,NA,brackmarine,seadata9,Ostrea edulis,Mollusc,NA,whole,"NA, whole, edible flesh",133.6,4.96,61.2,NA,NA,NA,NA,sea2,Bjejevica,NA,NA,NA,NA
Ostrea lurida,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,temperate,benthic,71,9,Ostrea lurida,Ostrea lurida,0.988,NA,marine,af570,Ostrea lurida,Mollusc,Yaquina oyster,NA,"Native oyster, edible flesh, raw",NA,NA,NA,NA,NA,10.6,0.5,fi195,"USA, SE Alaska",NA,NA,1976,0901874
Ostrea lurida,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,temperate,benthic,71,9,Ostrea lurida,Ostrea lurida,0.988,NA,marine,c635,Ostrea lurida,Crustacean,Olympia Oyster,whole,"Olympia Oyster, whole",68,10.3,NA,NA,NA,9.6,2.5,27,NA,NA,NA,NA,NA
Palaemon serratus,NA,plants/detritus+animals (troph. 2.2-2.79),browsing on substrate,2.69,subtropical,benthic,40,11,Palaemon serratus,Palaemon serratus,0.988,NA,brackmarine,bc1108,Palaemon serratus,Crustacean,Common prawn,NA,"Shrimp, wild, brackishwater, flesh with shell, raw",NA,NA,NA,NA,NA,25.7,1.11,fi189,"Nigeria, Warri/Calabar",NA,NA,1992,0901127
Pandalus jordani,NA,mainly animals (troph. 2.8 and up),NA,3.23,tropical,benthic,457,3,Pandalus jordani,Pandalus jordani,0.988,NA,marine,bc971,Pandalus jordani,Crustacean,Ocean shrimp,NA,"Pacific shrimp, wild, edible flesh (peeled), raw",NA,NA,NA,NA,NA,16.88,1.51,fi156,"USA, Astoria Canyon, North Pacific",Aug 1977,NA,1979,0900990
Pandalus jordani,NA,mainly animals (troph. 2.8 and up),NA,3.23,tropical,benthic,457,3,Pandalus jordani,Pandalus jordani,0.988,NA,marine,bc974,Pandalus jordani,Crustacean,Ocean shrimp,NA,"Pacific shrimp, wild, edible flesh (peeled), raw",NA,NA,NA,NA,NA,18.36,1.52,fi156,"USA, OR, North Pacific",Sep 1977,NA,1979,0900993
Pandalus jordani,NA,mainly animals (troph. 2.8 and up),NA,3.23,tropical,benthic,457,3,Pandalus jordani,Pandalus jordani,0.988,NA,marine,bc977,Pandalus jordani,Crustacean,Ocean shrimp,NA,"Pacific shrimp, wild, edible flesh (peeled), raw",NA,NA,NA,NA,NA,17.45,1.05,fi156,"USA, CA, North Pacific",Sep 1977,NA,1979,0900996
Panopea abrupta,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,temperate,benthic,110,NA,Panopea abrupta,Panopea abrupta,0.988,NA,marine,bc981,Panopea abrupta,Mollusc,Pacific geoduck,NA,"Geoduck, wild, whole (eviscerated), raw",NA,NA,NA,NA,NA,15.56,1.95,fi156,"USA, WA, Poulsbo",Mar 1978,NA,1979,0901000
Paralithodes camtschaticus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.79,temperate,benthic,240,22,Paralithodes camtschaticus,Paralithodes camtschaticus,0.988,NA,marine,af554,Paralithodes camtschaticus,Crustacean,Red king crab,NA,"King crab, edible flesh (body), raw",NA,NA,NA,NA,NA,11.6,0.6,fi195,"USA, Kodiak Islands",NA,NA,1976,0901858
Paralithodes camtschaticus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.79,temperate,benthic,240,22,Paralithodes camtschaticus,Paralithodes camtschaticus,0.988,NA,marine,af555,Paralithodes camtschaticus,Crustacean,Red king crab,NA,"King crab, edible flesh (leg), raw",NA,NA,NA,NA,NA,13.5,0.69,fi195,"USA, Kodiak Islands",NA,NA,1976,0901859
Paralithodes camtschaticus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.79,temperate,benthic,240,22,Paralithodes camtschaticus,Paralithodes camtschaticus,0.988,NA,marine,af556,Paralithodes camtschaticus,Crustacean,Red king crab,NA,"King crab, edible flesh (composite), raw",NA,NA,NA,NA,NA,18.2,1.16,fi195,"USA, Kodiak Islands",NA,NA,1976,0901860
Paralithodes camtschaticus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.79,temperate,benthic,240,22,Paralithodes camtschaticus,Paralithodes camtschaticus,0.988,NA,marine,bc1000,Paralithodes camtschaticus,Crustacean,Red king crab,NA,"Red king crab, wild, male, hepatopancreas, raw",NA,NA,NA,2.2656908,1.04119948,NA,13.6,fi165,"Russia, Sea of Japan, Tatar Strait",Summer-Autumn 2005,FA converted using XFA,2009,0901019
Paralithodes camtschaticus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.79,temperate,benthic,240,22,Paralithodes camtschaticus,Paralithodes camtschaticus,0.988,NA,marine,bc999,Paralithodes camtschaticus,Crustacean,Red king crab,NA,"Red king crab, wild, male, muscle flesh, raw",NA,NA,NA,0.09645976,0.030333648,NA,0.61,fi165,"Russia, Sea of Japan, Tatar Strait",Summer-Autumn 2005,FA converted using XFA,2009,0901018
Parapenaeopsis atlantica,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.56,tropical,benthic,60,12,Parapenaeopsis atlantica,Parapenaeopsis atlantica,0.988,NA,marine,bc1106,Parapenaeopsis atlantica,Crustacean,Guinea shrimp,NA,"Shrimp, wild, marine, flesh with shell, raw",NA,NA,NA,NA,NA,22.35,0.91,fi189,"Nigeria, Lagos",NA,NA,1992,0901125
Parapenaeopsis stylifera,NA,plants/detritus+animals (troph. 2.2-2.79),NA,2.66,tropical,benthic,90,14.5,Parapenaeopsis stylifera,Parapenaeopsis stylifera,0.988,NA,marine,bc1193,Parapenaeopsis stylifera,Crustacean,Kiddi shrimp,NA,"Shrimp, edible meat, raw",NA,NA,NA,NA,NA,NA,NA,fi238,"India, off the west coast",Jul-Dec,NA,2005,0901232
Pecten maximus,NA,mainly plants/detritus (troph. 2-2.19),other,NA,temperate,benthic,125,17,Pecten maximus,Pecten maximus,0.988,NA,marine,af129,Pecten maximus,Mollusc,Great Atlantic scallop,NA,"Great scallop, edible flesh, raw/frozen",NA,NA,NA,0.105,0.105,NA,0.8,fi45,Unknown,NA,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,0901433
Pecten maximus,NA,mainly plants/detritus (troph. 2-2.19),other,NA,temperate,benthic,125,17,Pecten maximus,Pecten maximus,0.988,NA,marine,af942,Pecten maximus,Mollusc,Great Atlantic scallop,NA,"Great Atlantic scallop, flesh with corail (roe), raw",176,1.2,2.9,NA,NA,17,1.2,fi244,Unknown,NA,NA,2007,0902246
Pecten maximus,NA,mainly plants/detritus (troph. 2-2.19),other,NA,temperate,benthic,125,17,Pecten maximus,Pecten maximus,0.988,NA,marine,af943,Pecten maximus,Mollusc,Great Atlantic scallop,NA,"Great Atlantic scallop, flesh, raw",11.9,0.58,1.6,NA,NA,17.9,0.7,fi244,Unknown,NA,NA,2007,0902247
Penaeus monodon,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.36,tropical,benthic,150,33.5999984741211,Penaeus monodon,Penaeus monodon,0.988,NA,marine,bc1190,Penaeus monodon,Crustacean,Giant tiger prawn,NA,"Shrimp, edible meat, raw",NA,NA,NA,NA,NA,NA,NA,fi238,"India, off the west coast",Jul-Dec,NA,2005,0901229
Penaeus semisulcatus,NA,plants/detritus+animals (troph. 2.2-2.79),NA,2.92,tropical,benthic,300,18,Penaeus semisulcatus,Penaeus semisulcatus,0.988,NA,marine,bc1021,Penaeus semisulcatus,Crustacean,Green tiger prawn,NA,"Green tiger shrimp, wild, edible muscle tissue, raw",59.5,1.51,NA,NA,NA,20.58,NA,fi172,"Turkey, off Karataş, east Mediterranean Sea",Jan 2001,NA,2006,0901040
Penaeus semisulcatus,NA,plants/detritus+animals (troph. 2.2-2.79),NA,2.92,tropical,benthic,300,18,Penaeus semisulcatus,Penaeus semisulcatus,0.988,NA,marine,bc1022,Penaeus semisulcatus,Crustacean,Green tiger prawn,NA,"Green tiger shrimp, wild, edible muscle tissue, raw",60.3,1.58,NA,NA,NA,20.44,NA,fi172,"Turkey, off Karataş, east Mediterranean Sea",Apr 2001,NA,2006,0901041
Penaeus semisulcatus,NA,plants/detritus+animals (troph. 2.2-2.79),NA,2.92,tropical,benthic,300,18,Penaeus semisulcatus,Penaeus semisulcatus,0.988,NA,marine,bc1023,Penaeus semisulcatus,Crustacean,Green tiger prawn,NA,"Green tiger shrimp, wild, edible muscle tissue, raw",60.3,1.46,NA,NA,NA,21.7,NA,fi172,"Turkey, off Karataş, east Mediterranean Sea",Jul 2001,NA,2006,0901042
Penaeus semisulcatus,NA,plants/detritus+animals (troph. 2.2-2.79),NA,2.92,tropical,benthic,300,18,Penaeus semisulcatus,Penaeus semisulcatus,0.988,NA,marine,bc1024,Penaeus semisulcatus,Crustacean,Green tiger prawn,NA,"Green tiger shrimp, wild, edible muscle tissue, raw",61.1,1.36,NA,NA,NA,20.48,NA,fi172,"Turkey, off Karataş, east Mediterranean Sea",Oct 2001,NA,2006,0901043
Penaeus semisulcatus,NA,plants/detritus+animals (troph. 2.2-2.79),NA,2.92,tropical,benthic,300,18,Penaeus semisulcatus,Penaeus semisulcatus,0.988,NA,marine,bc1194,Penaeus semisulcatus,Crustacean,Green tiger prawn,NA,"Shrimp, wild, edible muscle, raw",NA,NA,NA,NA,NA,NA,NA,fi239,"Turkey, Karataş, Mediterranean Sea",Winter (Jan),NA,2004,0901233
Penaeus semisulcatus,NA,plants/detritus+animals (troph. 2.2-2.79),NA,2.92,tropical,benthic,300,18,Penaeus semisulcatus,Penaeus semisulcatus,0.988,NA,marine,bc1195,Penaeus semisulcatus,Crustacean,Green tiger prawn,NA,"Shrimp, wild, edible muscle, raw",NA,NA,NA,NA,NA,NA,NA,fi239,"Turkey, Karataş, Mediterranean Sea",Spring (Apr),NA,2004,0901234
Penaeus semisulcatus,NA,plants/detritus+animals (troph. 2.2-2.79),NA,2.92,tropical,benthic,300,18,Penaeus semisulcatus,Penaeus semisulcatus,0.988,NA,marine,bc1196,Penaeus semisulcatus,Crustacean,Green tiger prawn,NA,"Shrimp, wild, edible muscle, raw",NA,NA,NA,NA,NA,NA,NA,fi239,"Turkey, Karataş, Mediterranean Sea",Summer (Jul),NA,2004,0901235
Penaeus semisulcatus,NA,plants/detritus+animals (troph. 2.2-2.79),NA,2.92,tropical,benthic,300,18,Penaeus semisulcatus,Penaeus semisulcatus,0.988,NA,marine,bc1197,Penaeus semisulcatus,Crustacean,Green tiger prawn,NA,"Shrimp, wild, edible muscle, raw",NA,NA,NA,NA,NA,NA,NA,fi239,"Turkey, Karataş, Mediterranean Sea",Autumn (Oct),NA,2004,0901236
Perna perna,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2.48,tropical,benthic,50,17,Perna perna,Perna perna,0.988,NA,marine,af777,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",NA,NA,NA,NA,NA,21.2,3.49,fi223,"Brazil, São Paulo state, Ubatuba",Jan,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902081
Perna perna,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2.48,tropical,benthic,50,17,Perna perna,Perna perna,0.988,NA,marine,af778,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",NA,NA,NA,NA,NA,19.1,3.36,fi223,"Brazil, São Paulo state, Ubatuba",Feb,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902082
Perna perna,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2.48,tropical,benthic,50,17,Perna perna,Perna perna,0.988,NA,marine,af779,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",NA,NA,NA,NA,NA,19.4,3.78,fi223,"Brazil, São Paulo state, Ubatuba",Mar,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902083
Perna perna,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2.48,tropical,benthic,50,17,Perna perna,Perna perna,0.988,NA,marine,af780,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",NA,NA,NA,NA,NA,19.6,2.56,fi223,"Brazil, São Paulo state, Ubatuba",Apr,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902084
Perna perna,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2.48,tropical,benthic,50,17,Perna perna,Perna perna,0.988,NA,marine,af781,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",NA,NA,NA,NA,NA,20.5,2.69,fi223,"Brazil, São Paulo state, Ubatuba",May,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902085
Perna perna,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2.48,tropical,benthic,50,17,Perna perna,Perna perna,0.988,NA,marine,af782,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",NA,NA,NA,NA,NA,21.6,3.11,fi223,"Brazil, São Paulo state, Ubatuba",Jun,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902086
Perna perna,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2.48,tropical,benthic,50,17,Perna perna,Perna perna,0.988,NA,marine,af783,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",NA,NA,NA,NA,NA,19.7,3.18,fi223,"Brazil, São Paulo state, Ubatuba",Jul,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902087
Perna perna,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2.48,tropical,benthic,50,17,Perna perna,Perna perna,0.988,NA,marine,af784,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",NA,NA,NA,NA,NA,20.7,3.36,fi223,"Brazil, São Paulo state, Ubatuba",Aug,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902088
Perna perna,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2.48,tropical,benthic,50,17,Perna perna,Perna perna,0.988,NA,marine,af785,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",NA,NA,NA,NA,NA,20.8,3.35,fi223,"Brazil, São Paulo state, Ubatuba",Sep,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902089
