Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,DemersPelag,DepthRangeDeep,Length,user_supplied_name,submitted_name,score,exclude,realm,obs_id,taxize_name,subgroup,common_name,body_part,food_name_in_english,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id,BodyShapeI
Microstomus kitt,3,mainly animals (troph. 2.8 and up),sucking food-containing material,3.21,temperate,demersal,200,65,NA,Microstomus kitt,NA,NA,marine,bc618,NA,Finfish,Lemon sole,muscle_skinless,"Lemon sole, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.7,fi105,"Unknown, Orkney Islands",Feb 2001,NA,2006,0900637,short and / or deep
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,NA,Microstomus pacificus,NA,NA,marine,af596,NA,Finfish,Dover sole,muscle_skinless,"Dover sole, skinless fillet, raw",NA,NA,NA,NA,NA,16.8,0.95,fi195,"USA, Washington/Oregon/N California",NA,NA,1976,0901900,short and / or deep
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,NA,Microstomus pacificus,NA,NA,marine,bc195,NA,Finfish,Dover sole,muscle_skinless,"Dover sole, wild, boneless, skinless fillet, raw",NA,NA,NA,0.08,0.09,NA,1,fi36,"USA, off the OR coast, Pacific Ocean",Sep 1987,CHOLE-: colorimetric method using ferric chloride (Sweeney and Weihrauch 1976),1991,0900195,short and / or deep
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,NA,Microstomus pacificus,NA,NA,marine,bc812,NA,Finfish,Dover sole,muscle,"Dover sole, wild, fillet, raw",11.5,0.1984,0.3428,NA,NA,NA,NA,fi125,"USA, OR, Northeast Pacific, Newport",NA,NA,1984,0900831,short and / or deep
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,NA,Microstomus pacificus,NA,NA,marine,bc813,NA,Finfish,Dover sole,muscle,"Dover sole, wild, fillet, raw",11.9,0.1795,0.3179,NA,NA,NA,NA,fi125,"USA, AK, Northeast Pacific, Cape Ommaney",NA,NA,1984,0900832,short and / or deep
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,NA,Microstomus pacificus,NA,NA,marine,bc814,NA,Finfish,Dover sole,muscle,"Dover sole, wild, fillet, raw",20.2,0.256,0.5056,NA,NA,NA,NA,fi125,"USA, CA, Northeast Pacific, Santa Cruz",NA,NA,1984,0900833,short and / or deep
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,NA,Microstomus pacificus,NA,NA,marine,bc963,NA,Finfish,Dover sole,muscle,"Dover sole, wild, fillet, raw",NA,NA,NA,NA,NA,16.81,NA,fi156,"USA, north of Astoria Canyon, North Pacific",Aug 1977,NA,1979,0900982,short and / or deep
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,NA,Microstomus pacificus,NA,NA,marine,c457,NA,Finfish,Dover Sole,muscle,"Dover Sole, muscle",NA,NA,NA,0.08,0.09,NA,1,25,NA,NA,NA,NA,NA,short and / or deep
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,NA,Microstomus pacificus,NA,NA,marine,c458,NA,Finfish,Dover Sole,muscle,"Dover Sole, muscle",50,NA,NA,NA,NA,15.1,0.9,27,NA,NA,NA,NA,NA,short and / or deep
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,NA,Microstomus pacificus,NA,NA,marine,c459,NA,Finfish,Dover Sole,whole,"Dover Sole, whole",NA,NA,NA,NA,NA,12.7,3.5,27,NA,NA,NA,NA,NA,short and / or deep
Microstomus pacificus,5.875,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,temperate,demersal,1370,76,NA,Microstomus pacificus,NA,NA,marine,c460,NA,Finfish,Dover Sole,viscera,"Dover Sole, offal",NA,NA,NA,NA,NA,11.7,4.4,27,NA,NA,NA,NA,NA,short and / or deep
Molva dypterygia,8.8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.13,temperate,demersal,1000,155,NA,Molva dypterygia,NA,NA,marine,bc621,NA,Finfish,Blue ling,muscle_skinless,"Blue ling, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.8,fi105,"Unknown, Nordhavid",Sep 2001,NA,2006,0900640,elongated
Molva dypterygia,8.8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.13,temperate,demersal,1000,155,NA,Molva dypterygia,NA,NA,marine,bc622,NA,Finfish,Blue ling,muscle_skinless,"Blue ling, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.8,fi105,"Unknown, Nordhavid",Sep 2001,NA,2006,0900641,elongated
Molva molva,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.2,temperate,demersal,1000,200,NA,Molva molva,NA,NA,marine,bc619,NA,Finfish,Ling,muscle_skinless,"Ling, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.7,fi105,"Unknown, Nolsoyar Bank",Sep 2001,NA,2006,0900638,elongated
Molva molva,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.2,temperate,demersal,1000,200,NA,Molva molva,NA,NA,marine,bc620,NA,Finfish,Ling,muscle_skinless,"Ling, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.7,fi105,"Unknown, Pobie Bank",Sep 2001,NA,2006,0900639,elongated
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,NA,Mugil cephalus,NA,NA,freshbrackmarine,af229,NA,Finfish,Flathead grey mullet,muscle_skinless,"Mullet, wild, skinless, muscle flesh, raw",15.7,0.8,2.2,NA,NA,15.3,2.2,fi98,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 1994,NA,1993,0901533,fusiform / normal
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,NA,Mugil cephalus,NA,NA,freshbrackmarine,bc302,NA,Finfish,Flathead grey mullet,muscle,"Mullet, wild, fillet, raw",NA,NA,NA,0.18973185,0.138955993,NA,2.09,fi66,"Turkey, local fish market (Meiterranean and Aegean Sea)",NA,FA converted using XFA,2007,0900321,fusiform / normal
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,NA,Mugil cephalus,NA,NA,freshbrackmarine,bc330,NA,Finfish,Flathead grey mullet,muscle,"Flathead mullet, wild, fillet, raw",NA,NA,NA,0.170965683,0.086497201,NA,2.13,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900349,fusiform / normal
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,NA,Mugil cephalus,NA,NA,freshbrackmarine,bc402,NA,Finfish,Flathead grey mullet,muscle,"Grey mullet, wild, edible flesh, raw",NA,NA,NA,NA,NA,NA,1.33,fi80,"Greece, Aegean Sea",NA,"mean of lipid value (spring, fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet",1995,0900421,fusiform / normal
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,NA,Mugil cephalus,NA,NA,freshbrackmarine,bc441,NA,Finfish,Flathead grey mullet,muscle,"Grey mullet, wild, edible flesh, raw",NA,NA,NA,NA,NA,20,1,fi80,"Greece, Aegean Sea",Spring,FAT- (analyzed according to AOAC 1975),1995,0900460,fusiform / normal
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,NA,Mugil cephalus,NA,NA,freshbrackmarine,bc442,NA,Finfish,Flathead grey mullet,muscle,"Grey mullet, wild, edible flesh, raw",NA,NA,NA,NA,NA,21,2,fi80,"Greece, Aegean Sea",Fall,FAT- (analyzed according to AOAC 1975),1995,0900461,fusiform / normal
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,NA,Mugil cephalus,NA,NA,freshbrackmarine,bc443,NA,Finfish,Flathead grey mullet,muscle,"Grey mullet, wild, edible flesh, raw",NA,NA,NA,NA,NA,18,1,fi80,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900462,fusiform / normal
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,NA,Mugil cephalus,NA,NA,freshbrackmarine,c474,NA,Finfish,Flathead Gray Mullet,muscle,"Flathead Gray Mullet, muscle",51,1.7,0.398,NA,NA,20.1,4.6,27,NA,NA,NA,NA,NA,fusiform / normal
Mugil cephalus,3.5555555555555554,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,benthopelagic,120,100,NA,Mugil cephalus,NA,NA,freshbrackmarine,c475,NA,Finfish,Flathead Gray Mullet,whole,"Flathead Gray Mullet, whole",195,NA,NA,NA,NA,15.7,5.1,27,NA,NA,NA,NA,NA,fusiform / normal
Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,demersal,409,40,NA,Mullus surmuletus,NA,NA,marine,af206,NA,Finfish,Surmullet,muscle,"Striped red mullet, wild, edible muscle tissue, raw",51.8822,9.4846,1.4933,NA,NA,15.16,17.37,fi92,"Unknown (samples from local fish market, Istanbul)","Winter (Dec 2006, Jan, Feb 2007)",NA,2010,0901510,fusiform / normal
Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,demersal,409,40,NA,Mullus surmuletus,NA,NA,marine,af207,NA,Finfish,Surmullet,muscle,"Striped red mullet, wild, edible muscle tissue, raw",62.5135,5.8733,1.1739,NA,NA,17.45,9.71,fi92,"Unknown (samples from local fish market, Istanbul)","Spring (Mar, Apr, May 2007)",NA,2010,0901511,fusiform / normal
Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,demersal,409,40,NA,Mullus surmuletus,NA,NA,marine,af208,NA,Finfish,Surmullet,muscle,"Striped red mullet, wild, edible muscle tissue, raw",52.9022,1.8889,1.1905,NA,NA,18.89,2.06,fi92,"Unknown (samples from local fish market, Istanbul)","Summer (Jun, Jul, Aug 2007)",NA,2010,0901512,fusiform / normal
Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,demersal,409,40,NA,Mullus surmuletus,NA,NA,marine,af209,NA,Finfish,Surmullet,muscle,"Striped red mullet, wild, edible muscle tissue, raw",60.4496,12.5783,3.0927,NA,NA,16.61,12.28,fi92,"Unknown (samples from local fish market, Istanbul)","Autumn (Sep, Oct, Nov 2007)",NA,2010,0901513,fusiform / normal
Mullus surmuletus,1.3333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,demersal,409,40,NA,Mullus surmuletus,NA,NA,marine,bc577,NA,Finfish,Surmullet,muscle,"Surmullet, wild, ventral and dorsal muscle flesh, raw",NA,NA,NA,NA,NA,19.57,4.65,fi102,"Tunisia, Gulf of Gabés, Mediterranean Sea",Dec 2005-May 2006,NA,2010,0900596,fusiform / normal
Mustelus lenticulatus,2.45,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,demersal,860,125,NA,Mustelus lenticulatus,NA,NA,marine,bc205,NA,Finfish,Spotted estuary smooth-hound,muscle_skinless,"Rig, wild, skinless fillet, frozen",NA,NA,NA,NA,NA,21.4,0.9,fi42,New Zealand,Dec 1983,NA,1985,0900205,elongated
Myoxocephalus scorpius,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,polar,demersal,451,60,NA,Myoxocephalus scorpius,NA,NA,brackmarine,c484,NA,Finfish,Shorthorn Sculpin,muscle,"Shorthorn Sculpin, muscle",NA,NA,4.3,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,fusiform / normal
Myoxocephalus scorpius,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,polar,demersal,451,60,NA,Myoxocephalus scorpius,NA,NA,brackmarine,c485,NA,Finfish,Shorthorn Sculpin,liver,"Shorthorn Sculpin, liver",NA,NA,10,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,fusiform / normal
Nemipterus japonicus,0.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,tropical,demersal,80,32,NA,Nemipterus japonicus,NA,NA,marine,af234,NA,Finfish,Japanese threadfin bream,muscle_skinless,"Pinkperch, wild, skinless, muscle flesh, raw",15,1.7,1.8,NA,NA,15.3,1.3,fi98,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 1999,NA,1993,0901538,fusiform / normal
Nemipterus japonicus,0.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,tropical,demersal,80,32,NA,Nemipterus japonicus,NA,NA,marine,bc523,NA,Finfish,Japanese threadfin bream,muscle,"Japanese threadfin bream, wild, fillet, raw",NA,NA,NA,NA,NA,18.17,2.7,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900542,fusiform / normal
Notothenia neglecta,7,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.26,polar,benthopelagic,95,45,NA,Notothenia neglecta,NA,NA,marine,bc87,NA,Finfish,Yellowbelly rockcod,muscle,"Yellowbelly rockcod, wild, fillet (belly flaps removed), raw",NA,NA,NA,NA,NA,19.1,1.9,fi19,"Unknown, Antarctic waters",Mar 1981,NA,1991,0900087,fusiform / normal
Notothenia neglecta,7,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.26,polar,benthopelagic,95,45,NA,Notothenia neglecta,NA,NA,marine,bc872,NA,Finfish,Yellowbelly rockcod,muscle,"Rock perch, adult fish, muscle flesh, middle portion, raw",NA,NA,NA,0.51678,0.79431,NA,3.19,fi131,"Antarctic, South Shetlands Archipelago, King George Islands, Admiralty Bay",NA,NA,2007,0900891,fusiform / normal
Oblada melanura,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.38,subtropical,benthopelagic,30,36.6,NA,Oblada melanura,NA,NA,marine,bc413,NA,Finfish,Saddled seabream,muscle,"Saddled bream, wild, edible flesh, raw",NA,NA,NA,NA,NA,19,1,fi80,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900432,fusiform / normal
Odax pullus,2.35,mainly plants/detritus (troph. 2-2.19),browsing on substrate,2.73,subtropical,demersal,NA,40,NA,Odax pullus,NA,NA,marine,bc201,NA,Finfish,Butterfish,muscle_skinless,"Butterfish, wild, female, skinless fillet, frozen",NA,NA,NA,NA,NA,17.9,0.9,fi42,New Zealand,Jul 1985,NA,1985,0900201,fusiform / normal
Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,demersal,250,76,NA,Oncorhynchus gorbuscha,NA,NA,freshbrackmarine,af590,NA,Finfish,Pink(=Humpback)salmon,muscle_skinless,"Pink salmon, skinless fillet, raw",NA,NA,NA,NA,NA,19,4.76,fi195,"USA, SE Alaska/Washington",NA,NA,1976,0901894,fusiform / normal
Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,demersal,250,76,NA,Oncorhynchus gorbusha,NA,NA,freshbrackmarine,bc283,NA,Finfish,Pink salmon,muscle_skinless,"Pink salmon (marine waters), wild, skinless fillet, raw",NA,NA,NA,0.289409995,0.68509049,NA,3.95,fi59,"USA, Alaska, British Columbia, Pacific Northwest waters",Summer,FA converted using XFA,2009,0900302,fusiform / normal
Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,demersal,250,76,NA,Oncorhynchus gorbusha,NA,NA,freshbrackmarine,bc485,NA,Finfish,Pink salmon,muscle_skinless,"Humpback salmon, wild, skinless dorsal muscle fillet, frozen",NA,NA,NA,0.166696,0.328416,NA,NA,fi84,"Russia, Siberia",NA,FA expressed per DM - conversion to FW,2006,0900504,fusiform / normal
Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,demersal,250,76,NA,Oncorhynchus gorbuscha,NA,NA,freshbrackmarine,c526,NA,Finfish,Pink Salmon,muscle,"Pink Salmon, muscle",13,0.93,NA,NA,NA,20.1,4.8,27,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,demersal,250,76,NA,Oncorhynchus gorbuscha,NA,NA,freshbrackmarine,c527,NA,Finfish,Pink Salmon,eggs,"Pink Salmon, eggs",NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,demersal,250,76,NA,Oncorhynchus gorbuscha,NA,NA,freshbrackmarine,c530,NA,Finfish,Pink Salmon,muscle,"Pink Salmon, muscle",NA,NA,NA,NA,NA,NA,6,55,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,benthopelagic,250,100,NA,Oncorhynchus keta,NA,NA,freshbrackmarine,af588,NA,Finfish,Chum(=Keta=Dog)salmon,muscle_skinless,"Chum salmon, skinless fillet, raw",NA,NA,NA,NA,NA,21.3,3.86,fi195,"USA, Puget Sound",NA,NA,1976,0901892,fusiform / normal
Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,benthopelagic,250,100,NA,Oncorhynchus keta,NA,NA,freshbrackmarine,c534,NA,Finfish,Chum Salmon,muscle,"Chum Salmon, muscle",11,NA,NA,NA,NA,12,1.5,34,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,benthopelagic,250,100,NA,Oncorhynchus keta,NA,NA,freshbrackmarine,c536,NA,Finfish,Chum Salmon,muscle,"Chum Salmon, muscle",12,0.475,1.37,NA,NA,20.4,4.6,27,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,benthopelagic,250,100,NA,Oncorhynchus keta,NA,NA,freshbrackmarine,c537,NA,Finfish,Chum Salmon,whole,"Chum Salmon, whole",NA,NA,NA,NA,NA,14.8,0.8,27,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,benthopelagic,250,100,NA,Oncorhynchus keta,NA,NA,freshbrackmarine,c538,NA,Finfish,Chum Salmon,eggs,"Chum Salmon, eggs",NA,NA,NA,NA,NA,18.4,12.4,27,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,benthopelagic,250,100,NA,Oncorhynchus keta,NA,NA,freshbrackmarine,c541,NA,Finfish,Chum Salmon,muscle,"Chum Salmon, muscle",NA,NA,NA,NA,NA,NA,3.5,55,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,NA,Oncorhynchus kisutch,NA,NA,freshbrackmarine,af591,NA,Finfish,Coho(=Silver)salmon,muscle_skinless,"Coho salmon, skinless fillet, raw",NA,NA,NA,NA,NA,21.7,5.31,fi195,"USA, Washington/Oregon/Puget Sound",NA,NA,1976,0901895,fusiform / normal
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,NA,Oncorhynchus kisutch,NA,NA,freshbrackmarine,bc759,NA,Finfish,Coho(=silver)salmon,muscle_skinless,"Coho salmon, wild, skinless fillet, raw",NA,NA,NA,NA,NA,22.1,3.4,fi120,"USA, WA, Neah Bay",Jul 1989,"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g",1992,0900778,fusiform / normal
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,NA,Oncorhynchus kisutch,NA,NA,freshbrackmarine,bc760,NA,Finfish,Coho(=silver)salmon,muscle_skinless,"Coho salmon, wild, skinless fillet, raw",NA,NA,NA,NA,NA,20.5,3.2,fi120,"USA, WA, Neah Bay",Sep 1989,"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g",1992,0900779,fusiform / normal
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,NA,Oncorhynchus kisutch,NA,NA,freshbrackmarine,c543,NA,Finfish,Coho Salmon,muscle,"Coho Salmon, muscle",NA,NA,NA,NA,NA,21.3,3.3,8,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,NA,Oncorhynchus kisutch,NA,NA,freshbrackmarine,c547,NA,Finfish,Coho Salmon,muscle,"Coho Salmon, muscle",36,1.345,NA,NA,NA,21.1,5.7,27,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,NA,Oncorhynchus kisutch,NA,NA,freshbrackmarine,c548,NA,Finfish,Coho Salmon,muscle,"Coho Salmon, muscle",NA,NA,NA,7.6,18.6,NA,5.4,55,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,NA,Oncorhynchus kisutch,NA,NA,freshbrackmarine,c549,NA,Finfish,Coho Salmon,muscle,"Coho Salmon, muscle",NA,NA,NA,6.2,15.8,NA,32.2,55,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,NA,Oncorhynchus kisutch,NA,NA,freshbrackmarine,c550,NA,Finfish,Coho Salmon,eggs,"Coho Salmon, eggs",NA,NA,NA,NA,NA,18.4,11.2,27,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus mykiss,2.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,benthopelagic,200,122,NA,Oncorhynchus mykiss,NA,NA,freshbrackmarine,af609,NA,Finfish,Rainbow trout,muscle_skinless,"Steelhead trout, skinless fillet, raw",NA,NA,NA,NA,NA,21.1,9.02,fi195,"USA, SE Alaska",NA,NA,1976,0901913,fusiform / normal
