Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,obs_id,submitted_name,subgroup,common_name,body_part,food_name_in_english,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id,realm
Scophthalmus rhombus,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.22,temperate,short and / or deep,demersal,50,75,bc606,Scophthalmus rhombus,Finfish,Brill,muscle_skinless,"Brill, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,1,fi105,"Unknown, East Frisia, North Sea",May 2004,NA,2006,0900625,marine
Scophthalmus rhombus,5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.22,temperate,short and / or deep,demersal,50,75,bc607,Scophthalmus rhombus,Finfish,Brill,muscle_skinless,"Brill, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.8,fi105,"Unknown, East Frisia, North Sea",May 2004,NA,2006,0900626,marine
Scorpaena porcus,1.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.78,temperate,fusiform / normal,demersal,800,40.5,bc1366,Scorpaena porcus,Finfish,Black scorpionfish,muscle,"Black scorpionfish, wild, fillet, raw",NA,NA,NA,NA,NA,17.78,0.8,fi65,"Italy, Egadi Islands",Jun/Jul 2003,NA,2006,0902283,marine
Scorpaena porcus,1.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.78,temperate,fusiform / normal,demersal,800,40.5,bc299,Scorpaena porcus,Finfish,Black scorpionfish,muscle,"Black scorpionfish, wild, fillet, raw",NA,NA,NA,NA,NA,NA,NA,fi65,"Italy, Egadi Islands",Jun 2003,FA calc. for individual month based on a mean lipid value (Jun/Jul); FA converted using XFA,2006,0900318,marine
Scorpaena porcus,1.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.78,temperate,fusiform / normal,demersal,800,40.5,bc300,Scorpaena porcus,Finfish,Black scorpionfish,muscle,"Black scorpionfish, wild, fillet, raw",NA,NA,NA,NA,NA,NA,NA,fi65,"Italy, Egadi Islands",Jul 2003,FA calc. for individual month based on a mean lipid value (Jun/Jul); FA converted using XFA,2006,0900319,marine
Scorpaena porcus,1.25,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.78,temperate,fusiform / normal,demersal,800,40.5,seadata126,Scorpaena porcus,Finfish,NA,muscle,"NA, edible muscle",78.3,1.1207,NA,NA,NA,20.46,0.55,sea11,Marmara Sea,NA,NA,NA,NA,marine
Sebastes alutus,8.14,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,deep-water,fusiform / normal,bathydemersal,825,53,af582,Sebastes alutus,Finfish,Pacific ocean perch,muscle_skinless,"Pacific ocean perch, skinless fillet, raw",NA,NA,NA,NA,NA,19,1.43,fi195,"USA, Washington/Oregon/N Carolina",NA,NA,1976,0901886,marine
Sebastes crameri,3,NA,NA,NA,temperate,fusiform / normal,bathydemersal,600,58,af574,Sebastes crameri,Finfish,Darkblotched rockfish,muscle_skinless,"Darkblotched rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,19.8,2.19,fi195,"USA, SE Alaska",NA,NA,1976,0901878,marine
Sebastes elongatus,5,NA,NA,NA,temperate,fusiform / normal,demersal,425,39,af579,Sebastes elongatus,Finfish,Greenstriped rockfish,muscle_skinless,"Greenstriped rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,20.3,0.73,fi195,"USA, Washington/Oregon",NA,NA,1976,0901883,marine
Sebastes entomelas,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.29,temperate,fusiform / normal,pelagic-neritic,549,60,af586,Sebastes entomelas,Finfish,Widow rockfish,muscle_skinless,"Widow rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,19.6,1.6,fi195,"USA, SE Alaska",NA,NA,1976,0901890,marine
Sebastes flavidus,6.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.51,temperate,fusiform / normal,reef-associated,549,66,af585,Sebastes flavidus,Finfish,Yellowtail rockfish,muscle_skinless,"Yellowtail rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,18.9,1.56,fi195,"USA, Washington/Oregon",NA,NA,1976,0901889,marine
Sebastes flavidus,6.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.51,temperate,fusiform / normal,reef-associated,549,66,bc960,Sebastes flavidus,Finfish,Yellowtail rockfish,muscle,"Yellowtail rockfish, wild, fillet, raw",NA,NA,NA,NA,NA,18.78,3.58,fi156,"USA, south of Astoria Canyon, North Pacific",Aug 1977,NA,1979,0900979,marine
Sebastes flavidus,6.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.51,temperate,fusiform / normal,reef-associated,549,66,c817,Sebastes flavidus,Finfish,Yellowtail Rockfish,muscle,"Yellowtail Rockfish, muscle",8,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,marine
Sebastes flavidus,6.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.51,temperate,fusiform / normal,reef-associated,549,66,c818,Sebastes flavidus,Finfish,Yellowtail Rockfish,muscle,"Yellowtail Rockfish, muscle",NA,NA,NA,NA,NA,18.9,1.6,27,NA,NA,NA,NA,NA,marine
Sebastes goodei,2.5,mainly animals (troph. 2.8 and up),variable,3.46,temperate,fusiform / normal,demersal,425,56,af577,Sebastes goodei,Finfish,Chilipepper rockfish,muscle_skinless,"Chilipepper rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,20.8,2.35,fi195,"USA, N California",NA,NA,1976,0901881,brackmarine
Sebastes melanops,6.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.9,temperate,fusiform / normal,reef-associated,366,63,af573,Sebastes melanops,Finfish,Black rockfish,muscle_skinless,"Black rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,18.7,1.84,fi195,"USA, SE Alaska",NA,NA,1976,0901877,marine
Sebastes melanops,6.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.9,temperate,fusiform / normal,reef-associated,366,63,bc962,Sebastes melanops,Finfish,Black rockfish,muscle,"Black rockfish, wild, fillet, raw",NA,NA,NA,NA,NA,19.15,3.88,fi156,"USA, mouth of Columbia River",Aug 1977,NA,1979,0900981,marine
Sebastes mentella,11,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathypelagic,1441,77.5,bc1215,Sebastes mentella,Finfish,Beaked redfish,muscle,"Deepwater redfish, wild, fillet, raw",12,0.15,0.26,NA,NA,18.5,2.1,im11,"Iceland, North Atlantic",NA,NA,2011,0901254,marine
Sebastes mentella,11,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathypelagic,1441,77.5,bc643,Sebastes mentella,Finfish,Beaked redfish,muscle_skinless,"Beaked redfish, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,1.8,fi105,"Unknown, Tampen",Sep 2001,NA,2006,0900662,marine
Sebastes mentella,11,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,deep-water,fusiform / normal,bathypelagic,1441,77.5,bc644,Sebastes mentella,Finfish,Beaked redfish,muscle_skinless,"Beaked redfish, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,3.3,fi105,"Unknown, Tampen",Sep 2001,NA,2006,0900663,marine
Sebastes norvegicus,10,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic-oceanic,1000,100,c821,Sebastes norvegicus,Finfish,Golden Redfish,muscle,"Golden Redfish, muscle",141,0.633,0.683,NA,NA,18.4,3.1,27,NA,NA,NA,NA,NA,marine
Sebastes norvegicus,10,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic-oceanic,1000,100,c823,Sebastes norvegicus,Finfish,Golden Redfish,whole,"Golden Redfish, whole",NA,NA,NA,NA,NA,17.3,2.2,27,NA,NA,NA,NA,NA,marine
Sebastes norvegicus,10,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic-oceanic,1000,100,c825,Sebastes norvegicus,Finfish,Golden Redfish,viscera,"Golden Redfish, offal",NA,NA,NA,NA,NA,16.3,6.8,27,NA,NA,NA,NA,NA,marine
Sebastes norvegicus,10,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic-oceanic,1000,100,c827,Sebastes norvegicus,Finfish,Golden Redfish,muscle,"Golden Redfish, muscle",NA,NA,NA,0.14,0.07,NA,NA,55,NA,NA,NA,NA,NA,marine
Sebastes paucispinis,3,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.51,subtropical,fusiform / normal,reef-associated,476,91,af576,Sebastes paucispinis,Finfish,Bocaccio rockfish,muscle_skinless,"Bocaccio rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,18.6,1.04,fi195,"USA, Washington",NA,NA,1976,0901880,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,838,76,af581,Sebastes pinniger,Finfish,Canary rockfish,muscle_skinless,"Canary rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,18.7,1.39,fi195,"USA, SE Alaska/Washington/Oregon",NA,NA,1976,0901885,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,838,76,bc282,Sebastes pinniger,Finfish,Canary rockfish,muscle_skinless,"Canary rock Fish, wild, skinless fillet, raw",NA,NA,NA,0.342824772,0.534559245,NA,3.31,fi59,"USA, Alaska, British Columbia, Pacific Northwest waters",Spring,FA converted using XFA,2009,0900301,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,838,76,bc961,Sebastes pinniger,Finfish,Canary rockfish,muscle,"Orange rockfish, wild, fillet, raw",NA,NA,NA,NA,NA,18.88,2.05,fi156,"USA, south of Astoria Canyon, North Pacific",Aug 1977,NA,1979,0900980,marine
Sebastes pinniger,4.333333333333333,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,subtropical,fusiform / normal,demersal,838,76,c834,Sebastes pinniger,Finfish,Canary Rockfish,muscle,"Canary Rockfish, muscle",NA,NA,NA,NA,NA,18.4,2.3,27,NA,NA,NA,NA,NA,marine
Sebastes rosaceus,4,NA,NA,NA,subtropical,fusiform / normal,demersal,128,36,af584,Sebastes rosaceus,Finfish,Rosy rockfish,muscle_skinless,"Rosy rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,19.3,0.84,fi195,"USA, Washington",NA,NA,1976,0901888,marine
Sebastes ruberrimus,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.99,subtropical,fusiform / normal,reef-associated,549,104,af583,Sebastes ruberrimus,Finfish,Yelloweye rockfish,muscle_skinless,"Yelloweye rockfish, skinless fillet, raw",NA,NA,NA,NA,NA,17.2,0.2,fi195,"USA, SE Alaska/Washington",NA,NA,1976,0901887,marine
Sebastes viviparus,20,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.03,temperate,short and / or deep,demersal,300,66.5,bc641,Sebastes viviparus,Finfish,Norway redfish,muscle_skinless,"Red fish, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,2.3,fi105,"Unknown, Nordhavid",Sep 2001,NA,2006,0900660,marine
Sebastes viviparus,20,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.03,temperate,short and / or deep,demersal,300,66.5,bc642,Sebastes viviparus,Finfish,Norway redfish,muscle_skinless,"Red fish, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,1.9,fi105,"Unknown, Nordhavid",Sep 2001,NA,2006,0900661,marine
Sillago sihama,1,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.18,tropical,elongated,reef-associated,60,31,bc336,Sillago sihama,Finfish,silver sillago,muscle,"silver sillago, wild, fillet, raw",NA,NA,NA,0.10363353,0.127099973,NA,1.43,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900355,brackmarine
Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,30,500,bc174,Silurus glanis,Finfish,Wels catfish,muscle_skinless,"Sheatfish, wild, skinless fillet, raw",27,0.6,0.4,NA,NA,18,3.2,fi32,"Greece, Evros River",Summer 1987,NA,1989,0900174,freshbrack
Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,30,500,bc175,Silurus glanis,Finfish,Wels catfish,muscle_skinless,"Sheatfish, wild, skinless fillet, raw",24,0.6,0.4,NA,NA,18,3.8,fi32,"Greece, Evros River",Summer 1988,NA,1989,0900175,freshbrack
Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,30,500,bc187,Silurus glanis,Finfish,Wels catfish,muscle,"Wels catfish, wild, muscle tissue, raw",NA,NA,NA,0.010030392,0.05378616,NA,0.54,fi34,"Turkey, Adana, Seyhan Dam Lake",NA,FA converted using XFA,2007,0900187,freshbrack
Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,30,500,bc232,Silurus glanis,Finfish,Wels catfish,muscle_skinless,"Sheatfish, wild, skinless, boneless fillet, raw",NA,NA,NA,0.2498,0.3747,NA,3.5,fi47,"Greece, Evros River",Jul-Aug 1987,FA converted using XFA,1991,0900232,freshbrack
Silurus glanis,2.8333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,temperate,elongated,benthopelagic,30,500,bc86,Silurus glanis,Finfish,Wels catfish,muscle,"European catfish, wild, boneless fillet, raw",NA,NA,1.31,NA,NA,17.17,1.12,fi16,"Turkey, Seyhan dam lake",NA,FOL-: analyzed using HPLC,2009,0900086,freshbrack
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,af202,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, edible muscle tissue, raw",62.5988,7.2671,1.1391,NA,NA,17.95,1.18,fi92,"Unknown (samples from local fish market, Istanbul)","Winter (Dec 2006, Jan, Feb 2007)",NA,2010,0901506,brackmarine
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,af203,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, edible muscle tissue, raw",70.4694,6.0642,1.4187,NA,NA,18.36,1.62,fi92,"Unknown (samples from local fish market, Istanbul)","Spring (Mar, Apr, May 2007)",NA,2010,0901507,brackmarine
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,af204,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, edible muscle tissue, raw",78.7263,5.8136,1.4496,NA,NA,20.2,1.88,fi92,"Unknown (samples from local fish market, Istanbul)","Summer (Jun, Jul, Aug 2007)",NA,2010,0901508,brackmarine
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,af205,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, edible muscle tissue, raw",44.2052,15.236,3.5635,NA,NA,17.25,1.61,fi92,"Unknown (samples from local fish market, Istanbul)","Autumn (Sep, Oct, Nov 2007)",NA,2010,0901509,brackmarine
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,bc308,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, fillet, raw",NA,NA,NA,0.042096598,0.10236754,NA,0.74,fi66,"Turkey, local fish market (Meiterranean and Aegean Sea)",NA,FA converted using XFA,2007,0900327,brackmarine
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,bc420,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, edible flesh, raw",NA,NA,NA,NA,NA,NA,NA,fi80,"Greece, Aegean Sea",NA,"mean of lipid value (spring, fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet",1995,0900439,brackmarine
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,bc462,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, edible flesh, raw",NA,NA,NA,NA,NA,18,0.7,fi80,"Greece, Aegean Sea",Spring,FAT- (analyzed according to AOAC 1975),1995,0900481,brackmarine
Solea solea,2.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.299999952316284,subtropical,short and / or deep,demersal,150,70,bc463,Solea solea,Finfish,Common sole,muscle,"Common sole, wild, edible flesh, raw",NA,NA,NA,NA,NA,16,1,fi80,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900482,brackmarine
Sparus aurata,1.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,150,70,bc919,Sparus aurata,Finfish,Gilthead seabream,muscle_skinless,"Gilthead sea bream, wild, skinless fillet, raw",NA,NA,NA,NA,NA,20.05,1.16,fi145,Unknown,Jan,FAT- (analyzed according to AOAC 1984),2002,0900938,brackmarine
Sparus aurata,1.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,150,70,bc920,Sparus aurata,Finfish,Gilthead seabream,muscle_skinless,"Gilthead sea bream, wild, skinless fillet, raw",NA,NA,NA,NA,NA,19.45,0.85,fi145,Unknown,May,FAT- (analyzed according to AOAC 1984),2002,0900939,brackmarine
Spondyliosoma cantharus,2,mainly animals (troph. 2.8 and up),variable,3.27,subtropical,fusiform / normal,benthopelagic,300,60,bc394,Spondyliosoma cantharus,Finfish,Black seabream,muscle,"Black bream, wild, edible flesh, raw",NA,NA,NA,NA,NA,19,0.2,fi80,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900413,marine
Spondyliosoma cantharus,2,mainly animals (troph. 2.8 and up),variable,3.27,subtropical,fusiform / normal,benthopelagic,300,60,bc881,Spondyliosoma cantharus,Finfish,Black seabream,muscle,"Black seabream, wild, fully grown, muscle tissue, raw",NA,NA,NA,0.0339298883,0.1567963859,NA,0.737,fi135,"Spain, Canary Islands, North Atlantic",Jan,FAT expressed per DM - conversion to FW; FA converted using XFA,2004,0900900,marine
Sprattus sprattus,1.5,mainly animals (troph. 2.8 and up),selective plankton feeding,NA,temperate,fusiform / normal,pelagic-neritic,150,16,bc266,Sprattus sprattus,Finfish,European sprat,muscle_organs,"Sprat, wild, edible part, raw",NA,NA,NA,0.767001262,1.423021634,22.63,13.37,fi57,"Turkey, Black Sea",fall 1995-spring 1996,FA converted using XFA,1998,0900285,brackmarine
Sprattus sprattus,1.5,mainly animals (troph. 2.8 and up),selective plankton feeding,NA,temperate,fusiform / normal,pelagic-neritic,150,16,bc371,Sprattus sprattus,Finfish,European sprat,muscle_skinless,"Sprat, wild, skinless fillet, raw",NA,NA,NA,0.269298688878943,0.602071825306406,NA,3.79,fi73,"Italy, North Adriatic Sea",Winter 2006,FAME converted using ShF and XFA,2010,0900390,brackmarine
Sprattus sprattus,1.5,mainly animals (troph. 2.8 and up),selective plankton feeding,NA,temperate,fusiform / normal,pelagic-neritic,150,16,bc372,Sprattus sprattus,Finfish,European sprat,muscle_skinless,"Sprat, wild, skinless fillet, raw",NA,NA,NA,1.05664477054923,1.80159978280054,NA,11.1,fi73,"Italy, North Adriatic Sea",Spring 2006,FAME converted using ShF and XFA,2010,0900391,brackmarine
Squalus acanthias,8.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,temperate,elongated,benthopelagic,1460,95,af558,Squalus acanthias,Finfish,Picked dogfish,muscle_skinless,"Spiny dogfish, skinless muscle flesh, raw",NA,NA,NA,NA,NA,17.4,13.4,fi195,"Canada, Straits of Juan de Fuca",NA,NA,1976,0901862,brackmarine
Squalus acanthias,8.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,temperate,elongated,benthopelagic,1460,95,af559,Squalus acanthias,Finfish,Picked dogfish,whole,"Spiny dogfish, whole, raw",NA,NA,NA,NA,NA,16.3,15.3,fi195,"USA, Lower Puget Sound, Washington",NA,NA,1976,0901863,brackmarine
Squalus acanthias,8.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,temperate,elongated,benthopelagic,1460,95,bc207,Squalus acanthias,Finfish,Picked dogfish,muscle_skinless,"Spiny dogfish, wild, skinless fillet, frozen",NA,NA,NA,NA,NA,18.8,5.2,fi42,New Zealand,Aug 1982,NA,1985,0900207,brackmarine
Squalus acanthias,8.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,temperate,elongated,benthopelagic,1460,95,c864,Squalus acanthias,Finfish,Spiny Dogfish,eggs,"Spiny Dogfish, eggs",NA,NA,NA,NA,NA,25,23.5,27,NA,NA,NA,NA,NA,brackmarine
Squalus acanthias,8.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,temperate,elongated,benthopelagic,1460,95,c867,Squalus acanthias,Finfish,Spiny Dogfish,muscle,"Spiny Dogfish, muscle",NA,NA,0.52,NA,NA,17.6,9.5,27,NA,NA,NA,NA,NA,brackmarine
