seanuts_id2,species1,nutrient,concentration,feeding_mode,feeding_level,EnvTemp,DemersPelag,BodyShapeI,part,log_concentration,log_length,bulk_trophic_level,DepthRangeDeep,AgeMatMin,realm,source,reference
1038,Sardinella aurita,fapun3,0.85408476,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,-0.1577248395331006,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638"
1039,Sardinella aurita,fapun3,2.673417,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,0.9833574294786849,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402"
1040,Sardinella aurita,fapun3,0.505845,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,-0.6815249807321573,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402"
1030,Sardinella aurita,protein,19.589999999999996,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,2.9750192319564492,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1031,Sardinella aurita,protein,19.62,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,2.976549454137217,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1032,Sardinella aurita,protein,19.650000000000002,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,2.9780773383152703,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1033,Sardinella aurita,protein,19.790000000000003,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,2.9851767596144745,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1034,Sardinella aurita,protein,19.82,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,2.986691528901842,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1035,Sardinella aurita,protein,19.91,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,2.991222118076105,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1036,Sardinella aurita,protein,20.069999999999997,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,2.9992261628082466,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1037,Sardinella aurita,protein,20.36,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,3.013572191682322,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1031,Sardinella aurita,epa,0.9418079,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,-0.05995395301504125,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1038,Sardinella aurita,epa,0.36205767,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,-1.0159517704524945,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638"
1039,Sardinella aurita,epa,1.368863,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,0.31398046825265147,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402"
1040,Sardinella aurita,epa,0.3184949999999999,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,-1.1441485026802705,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402"
1031,Sardinella aurita,dha,0.83906522,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,-0.17546684013688565,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1038,Sardinella aurita,dha,0.41156983,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,-0.8877765770284968,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638"
1039,Sardinella aurita,dha,0.891139,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,-0.11525485918942481,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402"
1040,Sardinella aurita,dha,0.07806250000000002,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,-2.5502454910963404,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402"
1030,Sardinella aurita,fat_g,10.25,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,2.327277705584417,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1031,Sardinella aurita,fat_g,9.330000000000002,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,2.2332350148592526,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1032,Sardinella aurita,fat_g,9.45,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,2.2460147415056513,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1033,Sardinella aurita,fat_g,5.7700000000000005,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,1.7526720805200082,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1034,Sardinella aurita,fat_g,7.6499999999999995,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,2.0347056478384444,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1035,Sardinella aurita,fat_g,7.42,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,2.004179057179289,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1036,Sardinella aurita,fat_g,4.87,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,1.5830939370944985,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1037,Sardinella aurita,fat_g,2.5,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,0.9162907318741551,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573"
1038,Sardinella aurita,fat_g,3.47,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,1.244154593958768,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638"
1039,Sardinella aurita,fat_g,10.000000000000002,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,2.302585092994046,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402"
1040,Sardinella aurita,fat_g,3.5,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,reef-associated,fusiform / normal,NA,1.252762968495368,3.58351893845611,3.04,350,0.66,brackmarine,seanuts,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402"
1046,Sardinops sagax,fapun_all_g,3.3269015389999996,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,pelagic-neritic,fusiform / normal,NA,1.2020414020688066,3.676300671907076,2.61,200,1,marine,seanuts,"Huynh M.D., Kitts D.D. (2009). Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114: 912-918"
1046,Sardinops sagax,fapun3,2.998954899,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,pelagic-neritic,fusiform / normal,NA,1.0982638609742301,3.676300671907076,2.61,200,1,marine,seanuts,"Huynh M.D., Kitts D.D. (2009). Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114: 912-918"
1046,Sardinops sagax,epa,0.669362517,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,pelagic-neritic,fusiform / normal,NA,-0.4014294866935095,3.676300671907076,2.61,200,1,marine,seanuts,"Huynh M.D., Kitts D.D. (2009). Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114: 912-918"
1046,Sardinops sagax,dha,1.912046035,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,pelagic-neritic,fusiform / normal,NA,0.6481738912222113,3.676300671907076,2.61,200,1,marine,seanuts,"Huynh M.D., Kitts D.D. (2009). Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114: 912-918"
1046,Sardinops sagax,fat_g,6.43,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),subtropical,pelagic-neritic,fusiform / normal,NA,1.860974538249528,3.676300671907076,2.61,200,1,marine,seanuts,"Huynh M.D., Kitts D.D. (2009). Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114: 912-918"
