ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude.x,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,country_region,updated_ref_info,location,latitude_details,latitude.y,longitude,weight_from_study_g,length_from_study,X13,abs_lat2,log_length,log_concentration,reference
"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402",1043,Madeiran_sardinella_red_muscle_flesh_raw,Sardinella maderensis,epa,1.61435,finfish,14.764504,14.764504,31.25,35,3.2,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5553480614894135,0.47893239887891614,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402"
"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402",1044,Madeiran_sardinella_white_muscle_flesh_raw,Sardinella maderensis,epa,0.524552,finfish,14.764504,14.764504,31.25,35,3.2,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5553480614894135,-0.6452107140199943,"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402"
"Huynh M.D., Kitts D.D. (2009). Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114: 912-918",1046,Sardine_wild_whole_fish_raw,Sardinops sagax,epa,0.669362517,finfish,53.726668,53.726668,37.125,30,2.61,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4011973816621555,-0.4014294866935095,"Huynh M.D., Kitts D.D. (2009). Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114: 912-918"
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",1051,Brushtooth_lizardfish_wild_fillet_raw,Saurida undosquamis,epa,0.046604096,finfish,37.370157,37.370157,50,50,4.25,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.912023005428146,-3.066066844717543,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475"
"Dincer T., Cakli S., Cadun A. (2010). Comparison of proximate and fatty acid composition of the flesh of wild and cultured fish species. Arch Lebensmittelhyg 61: 12-17",1052,Brown_meagre_wild_fillet_raw,Sciaena umbra,epa,0.029361389,finfish,38.483333,38.483333,66.75,57,3.83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04305126783455,-3.528074767090565,"Dincer T., Cakli S., Cadun A. (2010). Comparison of proximate and fatty acid composition of the flesh of wild and cultured fish species. Arch Lebensmittelhyg 61: 12-17"
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1053,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus,epa,0.064239966,finfish,36.5817,36.5817,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.045554398002668,-2.7451297386090263,Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1054,Chub_mackerel_wild_fillet_frozen,Scomber japonicus,epa,0.30790002,finfish,25.304304,25.304304,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.045554398002668,-1.1779801590955299,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1055,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus,epa,0.034610989,finfish,36.5817,36.5817,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.045554398002668,-3.36358404618696,Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938
"Di Monaco R., Cavella S., Masi P., Sevi A., Caroprese M., Marzano A., Conte A., Del Nobile M.A. (2009). Blue fish burgers: nutritional characterisation and sensory optimisation. International Journal of Food Science and Technology 44: 1634-1641",1056,Mackerel_wild_skinless_muscle_tissue_raw,Scomber japonicus,epa,0.054496688,finfish,41.630735,41.630735,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.045554398002668,-2.9096153498017507,"Di Monaco R., Cavella S., Masi P., Sevi A., Caroprese M., Marzano A., Conte A., Del Nobile M.A. (2009). Blue fish burgers: nutritional characterisation and sensory optimisation. International Journal of Food Science and Technology 44: 1634-1641"
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1057,Chub_mackerel_wild_fillet_frozen,Scomber japonicus,epa,0.07855154,finfish,25.304304,25.304304,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.045554398002668,-2.5440003091257766,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1058,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus,epa,0.007219944,finfish,36.5817,36.5817,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.045554398002668,-4.930908082340169,Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1059,Chub_mackerel_wild_fillet_frozen,Scomber japonicus,epa,0.26101162,finfish,25.304304,25.304304,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.045554398002668,-1.3431903515776802,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1066,Chub_mackerel_wild_edible_flesh_raw,Scomber japonicus/colias,epa,0.03589,finfish,39.019184,39.019184,64,64,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1588830833596715,-3.327296573822621,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1065,Atlantic_mackerel_wild_edible_flesh_raw,Scomber scombrus,epa,0.124525,finfish,39.019184,39.019184,57.45454545,46,3.73,variable,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.828641396489095,-2.08324878002279,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",1293,NA,Scomber scombrus,epa,0.044521872,finfish,38.963745,NA,57.45454545,46,3.73,variable,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,Turkey,"approximate location used, actual location unknown",38.963745,35.243322,NA,NA,NA,38.963745,3.828641396489095,-3.111774704941287,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223"
"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",1341,NA,Scomberomorus commerson,epa,0.07132203,finfish,4.210484,NA,235.625,205,4.3800001139999996,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,The samples were obtained from local market  in Malaysia and were procured at four different times to obtain four replicates.,"approximate location used, actual location unknown",4.210484,101.975766,NA,NA,NA,4.210484,5.3230099791384085,-2.640550023128107,"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60"
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1074,Black_scorpionfish_wild_fillet_raw,Scorpaena porcus,epa,0.03976406,finfish,37.966667,37.966667,37,37,3.78,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6109179126442243,-3.224791789730852,"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179"
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1075,Black_scorpionfish_wild_fillet_raw,Scorpaena porcus,epa,0.03023034,finfish,37.966667,37.966667,37,37,3.78,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6109179126442243,-3.498909223148494,"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179"
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1078,Red_scorpionfish_wild_fillet_raw,Scorpaena scrofa,epa,0.008993352,finfish,37.966667,37.966667,50,50,3.95,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.912023005428146,-4.711269641261227,"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179"
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1079,Red_scorpionfish_wild_fillet_raw,Scorpaena scrofa,epa,0.012286,finfish,37.966667,37.966667,50,50,3.95,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.912023005428146,-4.399294876240401,"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179"
"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",1080,Red_scorpion_fish_wild_fillet_raw,Scorpaena scrofa,epa,0.031696853999999997,finfish,38.963745,38.963745,50,50,3.95,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.912023005428146,-3.4515378459260133,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638"
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",1084,Ocean_perch_wild_fillet_raw,Sebastes caurinus,epa,0.135891427,finfish,63.968654,63.968654,65.25,93.5,3.68,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.537961436294641,-1.9958990429642391,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",1085,Ocean_perch_wild_fillet_raw,Sebastes caurinus,epa,0.250413631,finfish,63.968654,63.968654,65.25,93.5,3.68,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.537961436294641,-1.3846412043368694,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",1086,Ocean_perch_wild_fillet_raw,Sebastes caurinus,epa,0.141665946,finfish,63.968654,63.968654,65.25,93.5,3.68,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.537961436294641,-1.9542834857975926,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
