sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,GenCode,SubGenCode,BodyShapeI,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,PD50,Emblematic,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,SpecCode
Pagrus pagrus,Pagrus,pagrus,3688,"(Linnaeus, 1758)",Red porgy,Papag_u2.jpg,NA,NA,NA,330,NA,480,NA,fusiform / normal,R,NA,NA,0,0,0,-1,benthopelagic,oceanodromous,51243,0,250,3688,10,80,9626,NA,NA,6.67,273,66.42,91.0,TL,NA,NA,9710,35.0,SL,NA,NA,4781,7720.0,NA,40637,PAPAG_U0,NA,NA,NA,4931,commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,trawls,unspecified bottom trawls (TB),-1,0,0,-1,0,0,0,0,-1,0,commercial,,12108,never/rarely,NA,public aquariums,,273,-1,9987,reports of ciguatera poisoning,4690,no special ability,NA,NA,-1,"Found over rock, rubble, or sand bottoms (young frequently found on seagrass beds and the continental shelf (Ref. 47377)) down to about 250 m depth, often above 150 m.   In southwest Brazil found in 160 m depth (Ref. 47377).  Feeds on crustaceans, fishes, and mollusks (Ref. 3688).  Its toxic nature is uncertain (Ref. 4690).  Marketed fresh and frozen (Ref. 9987).  Reported weights of caught individuals were between 9 to 17 kgs (9-10 off the west coast of Greece) (Hans Bollnert, hassebollnert@yahoo.gr, pers.comm. 12/09).",NA,0.5156,0,5,1990-10-17T00:00:00.000Z,393,2010-04-06T00:00:00.000Z,NA,NA,NA,1756
Pampus punctatissimus,Pampus,punctatissimus,42717,"(Temminck & Schlegel, 1845)",NA,NA,NA,NA,NA,425,NA,550,NA,short and / or deep,o,NA,NA,0,0,0,-1,benthopelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.23,25.8,SL,NA,NA,42717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Found over sandy-muddy bottoms (Ref. 42717).,NA,0.5313,0,113,2002-07-12T00:00:00.000Z,NA,2002-07-12T00:00:00.000Z,NA,NA,NA,59625
Parona signata,Parona,signata,4537,"(Jenyns, 1841)",Parona leatherjacket,Pasig_u3.jpg,NA,NA,NA,314,Scomberoidinae,3993,NA,fusiform / normal,O,NA,NA,0,0,0,-1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.01,60.0,TL,NA,NA,NA,40.0,TL,NA,NA,6077,NA,NA,NA,PASIG_U0,NA,NA,NA,4931,minor commercial,low,Reliable: based on ex-vessel price for this species,NA,"up to 1,000 tons/year",only from Uruguay in area 41,trawls,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Maximum length assumed to be 1.5 * 40 = 60 cm TL (RF).,NA,1.0,0,2,1990-10-17T00:00:00.000Z,303,2013-07-12T00:00:00.000Z,14,1994-08-11T00:00:00.000Z,NA,386
Phycis blennoides,Phycis,blennoides,1371,"(Brünnich, 1768)",Greater forkbeard,Phble_f0.jpg,NA,NA,NA,506,NA,9236,NA,fusiform / normal,R,NA,NA,0,0,0,-1,benthopelagic,oceanodromous,51243,10,1200,104125,100,450,1371,20.0,1371,NA,NA,63.19,110.0,TL,NA,NA,1371,NA,NA,NA,NA,NA,3540.0,NA,40637,PHBLE_U0,NA,PHBLE_L0,NA,4931,commercial,medium,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",mainly Spain and France,trawls,unspecified bottom trawls (TB),0,-1,0,0,0,-1,0,0,-1,0,never/rarely,,NA,never/rarely,NA,never/rarely,,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Depth range from 10-800 m  (Ref. 01371) and from 300-1047 m in the eastern Ionian Sea (Ref. 56504).  Found over sand and mud bottoms (Ref. 1371).  Young more coastal and found on the continental shelf while adults migrate along the slope (Ref. 1371).  Feed mainly on crustaceans and fishes (Ref. 1371).  Commonly less than 45 cm TL (Ref. 1371).  Marketed fresh, also as fillets and fishmeal (Ref. 1371).",NA,0.6255,0,2,1990-10-17T00:00:00.000Z,2,2015-12-04T00:00:00.000Z,NA,NA,NA,1340
Phycis phycis,Phycis,phycis,1371,"(Linnaeus, 1766)",Forkbeard,Phphy_u4.jpg,NA,NA,NA,506,NA,9236,NA,fusiform / normal,R,NA,NA,0,0,0,-1,benthopelagic,non-migratory,NA,13,614,4517,100,200,1371,NA,NA,NA,NA,44.59,65.0,TL,NA,NA,12382,25.0,TL,NA,NA,1371,3910.0,NA,40637,PHPHY_U0,NA,NA,NA,4931,minor commercial,very high,Reliable: based on ex-vessel price for this species,Usually marketed fresh.,"up to 1,000 tons/year",NA,trawls,unspecified trawls (TX),0,-1,0,-1,0,0,0,0,-1,0,never/rarely,,NA,never/rarely,NA,never/rarely,based mainly on capture,12382,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found on hard and sandy-muddy bottoms near rocks at 100-650 m, but sometimes taken at greater depths (Ref. 1371).  Nocturnal, hiding between rocks during the day (Ref. 1371).  Feed on small fish and various invertebrates (Ref. 1371).",NA,0.6255,0,3,1990-10-23T00:00:00.000Z,2,2008-01-04T00:00:00.000Z,NA,NA,NA,1747
Piaractus mesopotamicus,Piaractus,mesopotamicus,32894,"(Holmberg, 1887)",Pacu,Pimes_u0.jpg,NA,NA,NA,686,NA,5732,NA,short and / or deep,O,NA,See Géry (1986: 102) for more detail.,0,-1,0,0,demersal,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.11,40.5,SL,NA,NA,39031,NA,NA,NA,NA,NA,2e4,NA,32894,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,commercial,NA,32894,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Invades the flooded forests to feed on nuts and seeds which fall from trees (Ref. 32894).  Reaches around 50.0 cm SL (Ref. 81048).,NA,0.75,0,10,2000-03-10T00:00:00.000Z,303,2012-10-31T00:00:00.000Z,747,2001-06-23T00:00:00.000Z,NA,55383
Pimelodus argenteus,Pimelodus,argenteus,36506,"Perugia, 1891",NA,Piarg_u0.jpg,NA,NA,NA,150,NA,1992,NA,elongated,O,NA,NA,0,-1,0,0,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.21,25.0,SL,NA,NA,81048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,NA,NA,0.5,0,10,2006-10-10T00:00:00.000Z,10,2009-06-17T00:00:00.000Z,NA,NA,NA,62851
Pimelodus maculatus,Pimelodus,maculatus,6868,"Lacepède, 1803",NA,Pimac_u1.jpg,NA,NA,NA,150,NA,1992,NA,fusiform / normal,O,NA,NA,0,-1,0,0,benthopelagic,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,51.0,TL,NA,NA,79585,36.0,SL,NA,NA,26147,2352.0,NA,79585,NA,NA,NA,NA,79585,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,commercial,NA,79585,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Occurs in ponds (Ref. 11229).  Omnivorous (Ref. 79585).,NA,0.5,0,10,1996-05-25T00:00:00.000Z,10,2008-11-20T00:00:00.000Z,NA,NA,NA,23451
Pinirampus pirinampu,Pinirampus,pirinampu,36506,"(Spix & Agassiz, 1829)",Flatwhiskered catfish,Pipir_u2.jpg,NA,NA,NA,150,NA,2517,NA,fusiform / normal,O,NA,"We have retained the younger name <i>P. pirinampu</i> (Spix & Agassiz) for purposes of stability, there has been virtually no use of <i>P. barbancho</i> since its original description, thus we treat it as a  Nomen oblitum.",0,-1,0,0,demersal,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.07,120.0,TL,NA,NA,36506,NA,NA,NA,NA,NA,7680.0,NA,40637,NA,NA,NA,NA,4537,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,based mainly on capture,9235,-1,6323,harmless,NA,no special ability,NA,NA,-1,"Occurs in schools.  Feeds on benthic animals (Ref. 9084).  Known from a temperatures ranging from 24-29 °C, pH range of 5-9, and an alkalinity range of 42-142 (Ref. 9110).",NA,1.0,0,1,1993-12-03T00:00:00.000Z,10,2008-11-05T00:00:00.000Z,2,1994-08-08T00:00:00.000Z,NA,8688
Platichthys flesus,Platichthys,flesus,30193,"(Linnaeus, 1758)",European flounder,Plfle_u2.jpg,NA,NA,NA,440,Pleuronectinae,559,NA,short and / or deep,R,NA,NA,0,-1,-1,-1,demersal,catadromous,51243,1,100,35388,NA,NA,NA,15.0,3944,NA,NA,41.65,60.0,TL,NA,NA,35388,50.0,TL,NA,NA,30578,2930.0,NA,104349,PLFLE_U0,NA,PLFLE_L0,NA,4931,commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,seines,,0,0,0,-1,0,-1,0,0,-1,0,experimental,,95474,never/rarely,NA,never/rarely,based mainly on capture,NA,-1,NA,harmless,NA,no special ability,NA,NA,-1,"Migratory fish, which is most of the year found in estuaries (Ref. 51442).  Adults occur on mud and sand bottom in shallow water, at sea and brackish; often entering freshwaters (Ref. 59043).  During winter, adults retreat to deeper, warmer waters, where they spawn in spring (Ref. 30193).  The growing larvae are moving to the coast (Ref. 51442).  Larvae and early juveniles use selective tidal transport to migrate upstream rivers (Ref. 57575) using a range of triggers such as salinity, prey density and water temperature (Ref. 57573, 57574).  Juveniles live in shallow coastal waters and estuaries (Ref. 57574), which are also the summer feeding grounds for the adults (Ref. 30193).  Juveniles of less than a year old feed on plankton and larvae of insects, juveniles of more than a year and adults feed on benthic fauna (Ref. 51442), including small fishes and invertebrates (Ref. 30193).  Nocturnal and burrowing (Ref. 30193).  Marketed fresh and frozen; can be steamed, fried, boiled, microwaved and baked (Ref. 9988).  Worms and mollusks are excellent baits for line fishing (Ref. 30578).",NA,0.75,0,2,1990-10-17T00:00:00.000Z,2,2015-08-21T00:00:00.000Z,97,2003-01-09T00:00:00.000Z,NA,1341
Parophrys vetulus,Parophrys,vetulus,30193,"Girard, 1854",English sole,Pavet_u4.jpg,NA,NA,NA,440,Pleuronectinae,561,NA,short and / or deep,R,NA,NA,0,0,0,-1,demersal,oceanodromous,51243,0,550,6793,NA,NA,NA,22.0,55701,NA,NA,43.49,49.0,TL,57.0,TL,6885,33.0,TL,NA,NA,56527,1500.0,NA,56527,NA,NA,NA,NA,4925,commercial,high,Reliable: based on ex-vessel price for this species,NA,,NA,,,0,0,0,0,0,0,0,0,0,0,never/rarely,,NA,never/rarely,NA,never/rarely,based mainly on capture,9183,-1,11007,harmless,NA,no special ability,NA,NA,-1,"Adults inhabit sand and mud bottoms (Ref. 4925).  Young occur in intertidal areas.  Feed on small crustaceans, marine worms, brittle stars and small mollusks (Ref. 6885).  Spawning adults make extensive migrations (Ref. 6885).",NA,1.0,0,1,1991-05-02T00:00:00.000Z,2,2013-02-20T00:00:00.000Z,132,1995-10-26T00:00:00.000Z,NA,4248
Pogonias cromis,Pogonias,cromis,7251,"(Linnaeus, 1766)",Black drum,Pocro_u2.jpg,NA,NA,NA,331,NA,10160,NA,fusiform / normal,O,NA,NA,0,0,-1,-1,demersal,oceanodromous,51243,10,NA,NA,NA,NA,NA,43.0,7188,6.5,273,59.82,170.0,TL,NA,NA,7251,50.0,TL,NA,NA,3702,51280.0,NA,4699,POCRO_U1,NA,NA,NA,4931,commercial,low,Reliable: based on ex-vessel price for this species,Sportfish.,"from 1,000 to 10,000",Mexico in area 31,seines,NA,0,0,0,0,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,NA,273,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Found usually over sand and sandy mud bottoms in coastal waters, especially in areas with large river runoffs.  Juveniles often enter estuaries.  Feeds mainly on crustaceans, mollusks and fishes.",NA,1.0,0,2,1990-10-17T00:00:00.000Z,65,2013-07-18T00:00:00.000Z,10,1994-08-23T00:00:00.000Z,NA,425
Pollachius pollachius,Pollachius,pollachius,1371,"(Linnaeus, 1758)",Pollack,Popol_u4.jpg,NA,NA,NA,183,NA,1723,NA,fusiform / normal,R,NA,NA,0,0,0,-1,benthopelagic,oceanodromous,51243,NA,200,6302,40,100,54707,8.0,1371,NA,NA,59.11,130.0,TL,NA,NA,1371,75.0,TL,NA,NA,1371,18140.0,NA,40637,POPOL_U1,NA,POPOL_L0,NA,4931,commercial,low,Reliable: based on ex-vessel price for this species,NA,"from 10,000 to 50,000","France, UK, Spain, Norway, Denmark",trawls,unspecified bottom trawls (TB),0,-1,0,0,0,0,0,0,-1,0,never/rarely,,NA,never/rarely,NA,never/rarely,based mainly on capture,12253,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Found in inshore waters but also down to 200 m depth, in areas with hard bottoms. Juveniles are pelagic, spending 2-3 years near the coast including rocky areas, kelp beds, sandy shores and estuaries (Ref. 1371, 58137, 89343, 89362). Juveniles may form schools with saithe (<i>Pollachius virens</i>) (Ref. 88187), and have also been found solitary and defending their feeding territory (Refs. 42174, 89363). Larger individuals move to the open sea and are often found around rocky areas at 40-100 m depth (Ref. 1371). Also observed around shipwrecks and oil platforms (Ref. 88187). Adults occur singly or in small dispersed shoals but is known to form dense shoals on spawning grounds (Ref. 89364). Suggested to undertake spawning migrations (Ref. 88171). Caught as bycatch in cod and saithe fisheries. Flesh is dry but of good flavor (Ref. 35388). Classified as a ""hearing generalist"" (89365); has also been found to produce sound. Juveniles have been reported to make repeated short grunts during competitive feeding and aggressive encounters (89366).",NA,0.75,0,2,1990-10-17T00:00:00.000Z,2,2015-03-19T00:00:00.000Z,1,1996-12-16T00:00:00.000Z,NA,34
Polyprion oxygeneios,Polyprion,oxygeneios,7300,"(Schneider & Forster, 1801)",Hapuku wreckfish,Pooxy_u0.jpg,NA,NA,NA,513,NA,5630,NA,fusiform / normal,R,NA,NA,0,0,0,-1,demersal,NA,NA,50,854,52581,NA,NA,NA,60.0,41439,NA,NA,58.35,160.0,TL,NA,NA,89467,100.0,TL,NA,NA,9258,1e5,NA,4537,POOXY_U0,NA,NA,NA,4931,commercial,low,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,hooks and lines,NA,0,-1,0,0,0,-1,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,4537,harmless,NA,no special ability,NA,NA,-1,"A deepwater species, occurs in seamounts (Ref. 89357).  Adults occur generally over rough ground from the central shelf (about 100 m) to the shelf edge and down to the upper slope.  Juveniles are found in surface waters, perhaps school in association with drifting weed.  Feed on barracouta and pilchards, in addition to various bottom-dwelling fish. Are primary gonochorists (Ref. 58421).   Preyed upon by sperm whales  (Ref. 9072).  It is taken by droplining down to 400 m, and is sometimes seen in the trawled catch.  Utilized fresh and frozen; can be steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).  Severely overfished (Ref. 89357).",NA,0.8125,0,2,1990-10-17T00:00:00.000Z,65,2013-12-06T00:00:00.000Z,14,2013-12-06T00:00:00.000Z,NA,350
Pomatomus saltatrix,Pomatomus,saltatrix,9986,"(Linnaeus, 1766)",Bluefish,Posal_u2.jpg,NA,NA,NA,311,NA,192,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,pelagic-oceanic,oceanodromous,51243,0,200,54708,NA,NA,NA,9.0,6845,NA,NA,63.38,130.0,TL,NA,NA,11441,60.0,TL,NA,NA,3482,14400.0,NA,4699,POSAL_U0,NA,NA,NA,4931,highly commercial,very high,Reliable: based on ex-vessel price for this species,Taken as bycatch of swordfish fishery.,"from 10,000 to 50,000","Turkey, Egypt and Tunisia (37)",seines,purse seines (PS),-1,-1,0,0,0,-1,0,0,-1,-1,commercial,,12108,usually,6638,never/rarely,,NA,-1,4699,traumatogenic,27695,no special ability,NA,NA,-1,"Occur in oceanic and coastal waters (Ref. 26340).  They are most common along surf beaches and rock headlands in clean, high energy waters, although adults can also be found in estuaries and into brackish water (Ref. 6492).  Small fish may be found in shallow coastal waters at least 2 m depth (Ref. 9563), in schools pursuing and attacking small fishes (Ref. 9626).  Adults are in loose groups, often attacking shoals of mullets or other fishes and destroying numbers apparently far in excess of feeding requirements (Ref. 9860).  Feed on other fish (Ref. 5377), crustaceans and cephalopods (Ref. 47377).  Associated with sharks and billfishes (Ref. 26340).  Voracious and aggressive  (Ref. 9626), reported to bite when handled.  Migrate to warmer water during winter and to cooler water in summer (Ref. 9987).  Popular game fish (Ref. 6638).  Good food fish; marketed mostly fresh (Ref. 9860), but also dried or salted (Ref. 5284), and frozen (Ref. 9987).",NA,1.5,0,5,1990-10-17T00:00:00.000Z,65,2013-07-18T00:00:00.000Z,2,1998-11-25T00:00:00.000Z,NA,364
Pomoxis nigromaculatus,Pomoxis,nigromaculatus,5723,"(Lesueur, 1829)",Black crappie,Ponig_u6.jpg,NA,NA,NA,302,NA,3119,NA,short and / or deep,O,NA,NA,0,-1,0,0,benthopelagic,NA,NA,NA,NA,NA,NA,NA,NA,15.0,46974,12.0,273,52.67,49.0,TL,NA,NA,5723,27.5,TL,NA,NA,12193,2720.0,NA,40637,NA,NA,NA,NA,1998,commercial,unknown,NA,NA,NA,NA,NA,NA,0,-1,0,-1,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,based mainly on capture,9183,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Adults inhabit lakes, ponds, sloughs, and backwaters and pools of streams (Ref. 1998, 10294).  They usually occur among vegetation over mud or sand, most common in clear water.  They form schools (Ref. 1998).  Feed early in the morning, from midnight to 2 am (Ref. 1998).  Individuals up to 16 cm feed on planktonic crustaceans and free-swimming, nocturnal, and dipterous larvae; larger individuals feed on small fishes (Ref. 1998, 10294).  May be preyed upon by other fishes (Ref. 1998).",NA,0.75,0,1,1991-05-01T00:00:00.000Z,2,2013-04-02T00:00:00.000Z,113,1996-01-19T00:00:00.000Z,NA,3388
Protopterus aethiopicus,Protopterus,aethiopicus,3498,"Heckel, 1851",Marbled lungfish,Praet_u5.jpg,NA,NA,NA,552,NA,2390,NA,elongated,R,NA,NA,0,-1,0,0,demersal,NA,NA,0,60,34291,0,20,34291,NA,NA,NA,NA,71.0,200.0,TL,NA,NA,34290,130.0,TL,NA,NA,34290,17e3,NA,13302,PRAET_U0,NA,NA,NA,4967,minor commercial,unknown,NA,NA,,NA,,,0,-1,0,0,0,0,0,0,-1,0,never/rarely,,NA,never/rarely,NA,never/rarely,,4537,0,NA,harmless,NA,no special ability,NA,NA,-1,"Adults inhabit river and lake fringes, swamps and floodplains (Ref. 28714).  In Lake Victoria, they are found in open lakes and marginal swamps, in Lake Tanganyika basin, they occur only near rivers and deltas (Ref. 4967).  Juveniles are found in the matted roots of papyrus (Ref. 34291).  Adults are able to live in streams and swamps which are completely dry for long periods of the year (Ref. 45484).  They withstand desiccation on floodplains by aestivating in cocoons until the next rains, breathing air by a small passage leading to the outside (Ref. 45484).  Mature individuals breed during flood season (Ref. 28714).  One or several females spawn in burrows which are dug and cleaned by the male, who later guards the eggs and the young.  The principal diet of adults and sub-adults consists of mollusks, but small fishes and insects are also eaten in small quantities; young individuals less than 35 cm TL feed almost wholly on insects (Ref. 34291).
Under laboratory conditions it is an obligatory air breather (Ref. 34291), but under certain conditions lungfish in the wild may not be obligate air breathers and the use of aerial respiration may be a function of ecological as well as physiological factors (Ref. 58531).",NA,0.6602,0,1,1994-01-28T00:00:00.000Z,2,2014-10-07T00:00:00.000Z,34,1994-07-02T00:00:00.000Z,NA,8734
Scophthalmus maximus,Scophthalmus,maximus,3397,"(Linnaeus, 1758)",Turbot,Scmax_u1.jpg,NA,NA,NA,515,NA,5528,NA,short and / or deep,O,NA,NA,0,0,-1,-1,demersal,oceanodromous,51243,20,70,6302,NA,NA,NA,25.2,32766,NA,NA,42.52,100.0,SL,NA,NA,4703,50.0,TL,70.0,TL,35388,25e3,NA,9988,NA,NA,PSMAX_L0,NA,4931,commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",Mediterranean and Black Sea,seines,NA,0,0,0,0,0,-1,0,0,-1,-1,commercial,NA,12108,never/rarely,NA,public aquariums,based mainly on capture,13389,-1,4537,harmless,NA,no special ability,NA,NA,-1,"Adults live on sandy, rocky or mixed bottoms; rather common in brackish waters.  Feed mainly on other bottom-living fishes (sand-eels, gobies, etc.), and also, to a lesser extent, on larger crustaceans and bivalves.  Batch spawner (Ref. 51846).  Spawning season is between April and August; pelagic eggs.  May reach 25 kg (Ref. 9988).  Highly esteemed food fish.  Utilized fresh or frozen; eaten steamed, pan-fried, broiled, boiled, microwaved and baked (Ref. 9988).",NA,0.5645,0,1,1990-10-17T00:00:00.000Z,303,2011-01-10T00:00:00.000Z,1,1994-05-24T00:00:00.000Z,NA,1348
Pseudoplatystoma corruscans,Pseudoplatystoma,corruscans,36506,"(Spix & Agassiz, 1829)",Spotted sorubim,Pscor_u1.jpg,NA,NA,NA,150,NA,2792,NA,fusiform / normal,O,NA,NA,0,-1,0,0,demersal,potamodromous,51687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.8,166.0,TL,NA,NA,40637,NA,NA,NA,NA,NA,1e5,NA,26762,NA,NA,NA,NA,4537,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,commercial,NA,79585,never/rarely,NA,never/rarely,NA,NA,-1,6323,harmless,NA,no special ability,NA,NA,-1,Feeds mainly on fishes (Ref. 26762).  Utilized for human consumption (Ref. 4537).,NA,0.5078,0,1,1993-12-01T00:00:00.000Z,10,2008-11-20T00:00:00.000Z,2,1994-08-08T00:00:00.000Z,NA,8674
Puntius brevis,Puntius,brevis,7050,"(Bleeker, 1849)",NA,Pubre_u1.jpg,NA,NA,NA,122,Barbinae,3941,NA,fusiform / normal,O,NA,NA,0,-1,0,0,benthopelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.72,12.0,SL,NA,NA,30857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,-1,0,-1,-1,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Usually found in slow moving or standing water (Ref. 27732).  Occurs in floodplains, canals, ditches and small sluggish streams.  Proliferates in impoundments, and lives in areas with abundant aquatic vegetation.  Feeds on crustaceans, tubificid worms, algae and zooplankton.  Moves into newly inundated land during flood season and spawns there (Ref. 12693, 57235).",NA,0.5,0,97,1996-05-09T00:00:00.000Z,303,2011-10-26T00:00:00.000Z,10,2001-08-08T00:00:00.000Z,NA,22821
Puntius chola,Puntius,chola,4832,"(Hamilton, 1822)",Swamp barb,Pucho_u0.jpg,NA,NA,NA,122,Barbinae,3941,NA,fusiform / normal,O,NA,NA,0,-1,0,0,benthopelagic,potamodromous,51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.78,15.0,TL,NA,NA,6028,8.0,TL,NA,NA,6028,NA,NA,NA,NA,NA,NA,NA,4832,commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,commercial,based mainly on breeding,7020,0,NA,harmless,NA,no special ability,NA,NA,-1,"Inhabits streams, rivers, canals, beels, haors, ponds and inundated fields.  Occurs mainly in shallow water (Ref. 6028).  Feeds on worms, crustaceans, insects and plant matter (Ref. 7020).",NA,0.5,0,10,1994-06-14T00:00:00.000Z,65,2013-07-18T00:00:00.000Z,3,1994-08-09T00:00:00.000Z,NA,10796
Rastrelliger brachysoma,Rastrelliger,brachysoma,168,"(Bleeker, 1851)",Short mackerel,Rabra_u6.jpg,NA,NA,NA,416,Scombrinae,1042,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,pelagic-neritic,oceanodromous,51243,15,200,28016,NA,NA,NA,NA,NA,NA,NA,17.6,34.5,FL,NA,NA,168,20.0,FL,NA,NA,168,NA,NA,NA,RABRA_U0,NA,NA,NA,4931,highly commercial,very high,Reliable: based on ex-vessel price for this species,Consumed as food.,"from 10,000 to 50,000",By Philippines (71),seines,purse seines (PS),0,-1,-1,0,0,0,0,0,0,-1,never/rarely,,NA,never/rarely,NA,never/rarely,,NA,-1,4537,harmless,NA,no special ability,NA,NA,-1,"Found in estuarine habitats with slightly reduced salinities and in areas where surface temperature range between 20° and 30°C, forming schools of equally sized individuals.  Batch spawning is believed to extend from March through September (Ref. 9684).  Feeds chiefly on microzooplankton with a high phytoplankton component.  Marketed fresh, frozen, canned, dried salted and smoked.",NA,0.625,0,2,1990-10-17T00:00:00.000Z,303,2009-04-29T00:00:00.000Z,18,1994-03-18T00:00:00.000Z,NA,109
