species_name,reference,seanuts_id2
Sebastes flavidus,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",1081
Sebastes melanops,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",1090
"Sebastes mentella Travin, 1951_","Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",233
Sebastes pinniger,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",1093
Selaroides leptolepis,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",1097
Selene vomer,"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",1098
Seriolina nigrofasciata,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",1111
Siganus rivulatus,"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1118
Siganus rivulatus,"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1119
Siganus rivulatus,"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1120
Siganus rivulatus,"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1121
Siganus rivulatus,"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1122
Siganus rivulatus,"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1123
Siganus rivulatus,"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1124
Siganus rivulatus,"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1125
Silurus glanis,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",176
Silurus glanis,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",182
Silurus glanis,"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",1127
Solea solea,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",71
Solea solea,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",81
Solea solea,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",99
Solea solea,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",151
Sparus aurata,"Grigorakis K., Alexis M.N., Taylor K.D.A., Hole M. (2002). Comparison of wild and cultured gildhead sea bream (Sparus aurata); composition, appearance and seasonal variations. International Journal of Food Science and Technology 37:477-484",1137
Sparus aurata,"Grigorakis K., Alexis M.N., Taylor K.D.A., Hole M. (2002). Comparison of wild and cultured gildhead sea bream (Sparus aurata); composition, appearance and seasonal variations. International Journal of Food Science and Technology 37:477-484",1138
Squalus acanthias,Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,1152
Syacium gunteri,"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",1159
Synodus foetens,"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",1160
Tenualosa ilisha,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",88
Tenualosa ilisha,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",94
Tenualosa ilisha,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",96
Tenualosa ilisha,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",103
Tenualosa ilisha,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",104
Tenualosa ilisha,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",120
Tenualosa ilisha,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",124
Tenualosa ilisha,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",128
Tenualosa ilisha,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",129
Tenualosa ilisha,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",141
Tenualosa ilisha,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",142
Tenualosa ilisha,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",145
Thunnus alalunga,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",1173
Thunnus alalunga,"García-Arias M.T., Navarro M.P., García-Linares M.C. (2004). Effects of different thermal treatments and storage on the proximate composition and protein quality in canned tuna. Archivos Latinoamericanos de Nutricíon 54(1): 112-117",1174
Thymallus arcticus,"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",169
Tilapia zillii,"Osibona A., Kusemiju K., Akande G.R. (2009). Fatty acid composition and amino acid profile of two freshwater species, african catfish (Clarias gariepinus) and tilapia (Tilapia zillii). African Journal of Food Agriculture Nutrition and Development 9(1): 608-621",1208
Tinca tinca,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",92
Tinca tinca,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",114
Trachinotus blochii,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",1216
Trachurus lathami,"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",1219
Trachurus mediterraneus,"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1224
Trachurus mediterraneus,"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1225
Trachurus mediterraneus,"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1226
Trachurus mediterraneus,"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1227
Trachurus mediterraneus,"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1228
Trachurus mediterraneus,"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1229
Trachurus mediterraneus,"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1230
Trachurus mediterraneus,"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1231
Trachurus mediterraneus,"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1232
Trachurus mediterraneus,"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1233
Trachurus mediterraneus,"Tzikas Z., Amvrosiadis I., Soultos N., Georgakis Sp. (2007). Seasonal variation in the chemical composition and microbiological condition of Mediterranean horse mackerel (Trachurus mediterraneus) muscle from the North Aegean Sea (Greece). Food Control 18: 251-257",1234
