"","species","CA_mg","ZN_mg","FE_mg","EPA_g","DHA_g","Length","max_length","Subgroup","Habitat","TL","FoodTroph","Herbivory2","Abs_lat","DemersPelag","taxon","max_size","Weight"
"630","Sardina pilchardus",NA,NA,NA,0.756033343,1.469979064,27.5,25,"Finfish","marine",3.1,2.79,"mainly animals (troph. 2.8 and up)",41.85509,"pelagic-neritic","Herrings, sardines, anchovies",0.13457199648624,NA
"631","Sardina pilchardus",NA,NA,NA,0.223955595,0.456578635,27.5,25,"Finfish","marine",3.1,2.79,"mainly animals (troph. 2.8 and up)",41.87194,"pelagic-neritic","Herrings, sardines, anchovies",0.13457199648624,NA
"632","Sardina pilchardus",NA,NA,NA,0.04239365,0.182088036,27.5,25,"Finfish","marine",3.1,2.79,"mainly animals (troph. 2.8 and up)",41.87194,"pelagic-neritic","Herrings, sardines, anchovies",0.13457199648624,NA
"633","Sardina pilchardus",NA,NA,NA,NA,NA,27.5,25,"Finfish","marine",3.1,2.79,"mainly animals (troph. 2.8 and up)",52.355518,"pelagic-neritic","Herrings, sardines, anchovies",0.13457199648624,NA
"634","Sardina pilchardus",NA,NA,NA,0.157890744,0.253980818,27.5,25,"Finfish","marine",3.1,2.79,"mainly animals (troph. 2.8 and up)",41.87194,"pelagic-neritic","Herrings, sardines, anchovies",0.13457199648624,NA
"635","Sardina pilchardus",NA,NA,NA,0.177021601,0.783580986,27.5,25,"Finfish","marine",3.1,2.79,"mainly animals (troph. 2.8 and up)",41.85509,"pelagic-neritic","Herrings, sardines, anchovies",0.13457199648624,NA
"636","Sardina pilchardus",NA,NA,NA,0.030018492,0.096160932,27.5,25,"Finfish","marine",3.1,2.79,"mainly animals (troph. 2.8 and up)",41.87194,"pelagic-neritic","Herrings, sardines, anchovies",0.13457199648624,NA
"637","Sardinella aurita",NA,NA,NA,0.36205767,0.41156983,31,25,"Finfish","marine",3.21,3.13000011444092,"mainly animals (troph. 2.8 and up)",38.963745,"reef-associated","Herrings, sardines, anchovies",0.10045515230663,229
"638","Sardinella aurita",NA,NA,NA,1.368863,0.891139,31,25,"Finfish","marine",3.21,3.13000011444092,"mainly animals (troph. 2.8 and up)",14.764504,"reef-associated","Herrings, sardines, anchovies",0.10045515230663,229
"639","Sardinella aurita",NA,NA,NA,0.9418079,0.83906522,31,25,"Finfish","marine",3.21,3.13000011444092,"mainly animals (troph. 2.8 and up)",34.208024,"reef-associated","Herrings, sardines, anchovies",0.10045515230663,229
"640","Sardinella aurita",NA,NA,NA,NA,NA,31,25,"Finfish","marine",3.21,3.13000011444092,"mainly animals (troph. 2.8 and up)",34.208024,"reef-associated","Herrings, sardines, anchovies",0.10045515230663,229
"641","Sardinella aurita",NA,NA,NA,NA,NA,31,25,"Finfish","marine",3.21,3.13000011444092,"mainly animals (troph. 2.8 and up)",34.208024,"reef-associated","Herrings, sardines, anchovies",0.10045515230663,229
"642","Sardinella aurita",NA,NA,NA,NA,NA,31,25,"Finfish","marine",3.21,3.13000011444092,"mainly animals (troph. 2.8 and up)",34.208024,"reef-associated","Herrings, sardines, anchovies",0.10045515230663,229
"643","Sardinella aurita",NA,NA,NA,NA,NA,31,25,"Finfish","marine",3.21,3.13000011444092,"mainly animals (troph. 2.8 and up)",34.208024,"reef-associated","Herrings, sardines, anchovies",0.10045515230663,229
"644","Sardinella aurita",NA,NA,NA,0.318495,0.0780625,31,25,"Finfish","marine",3.21,3.13000011444092,"mainly animals (troph. 2.8 and up)",14.764504,"reef-associated","Herrings, sardines, anchovies",0.10045515230663,229
"645","Sardinella aurita",NA,NA,NA,NA,NA,31,25,"Finfish","marine",3.21,3.13000011444092,"mainly animals (troph. 2.8 and up)",34.208024,"reef-associated","Herrings, sardines, anchovies",0.10045515230663,229
"646","Sardinella aurita",NA,NA,NA,NA,NA,31,25,"Finfish","marine",3.21,3.13000011444092,"mainly animals (troph. 2.8 and up)",34.208024,"reef-associated","Herrings, sardines, anchovies",0.10045515230663,229
"647","Sardinella aurita",NA,NA,NA,NA,NA,31,25,"Finfish","marine",3.21,3.13000011444092,"mainly animals (troph. 2.8 and up)",34.208024,"reef-associated","Herrings, sardines, anchovies",0.10045515230663,229
"648","Sardinella brasiliensis",NA,NA,NA,0.69615,1.84275,25,25,"Finfish","marine",3.1,3.1,"mainly animals (troph. 2.8 and up)",23.372169,"pelagic-neritic","Herrings, sardines, anchovies",0.139485701806102,NA
"649","Sardinella fimbriata",NA,NA,NA,NA,NA,13,13,"Finfish","marine",2.7,2.70000004768372,"plants/detritus+animals (troph. 2.2-2.79)",3.144341,"pelagic-neritic","Herrings, sardines, anchovies",0.0170024351019086,NA
"650","Sardinella maderensis",NA,NA,NA,1.61435,1.0503,37.3,35,"Finfish","marine",3.2,3.2,"mainly animals (troph. 2.8 and up)",14.764504,"pelagic-neritic","Herrings, sardines, anchovies",0.311963567355528,927
"651","Sardinella maderensis",NA,NA,NA,0.524552,0.312018,37.3,35,"Finfish","marine",3.2,3.2,"mainly animals (troph. 2.8 and up)",14.764504,"pelagic-neritic","Herrings, sardines, anchovies",0.311963567355528,927
"652","Sardinops sagax",NA,NA,NA,0.669362517,1.912046035,39.5,30,"Finfish","marine",2.43,2.61,"plants/detritus+animals (troph. 2.2-2.79)",53.726668,"pelagic-neritic","Herrings, sardines, anchovies",0.341443035510568,486
"653","Sarpa salpa",NA,NA,NA,0.06794219,0.051365485,51,51,"Finfish","marine",2,2.14,"mainly plants/detritus (troph. 2-2.19)",37.370157,"benthopelagic","Miscellaneous coastal fishes",1.95451525947249,NA
"654","Sarpa salpa",NA,NA,NA,0.2952999,0.328111,51,51,"Finfish","marine",2,2.14,"mainly plants/detritus (troph. 2-2.19)",39.019184,"benthopelagic","Miscellaneous coastal fishes",1.95451525947249,NA
"655","Sarpa salpa",NA,NA,NA,NA,NA,51,51,"Finfish","marine",2,2.14,"mainly plants/detritus (troph. 2-2.19)",39.019184,"benthopelagic","Miscellaneous coastal fishes",1.95451525947249,NA
"656","Sarpa salpa",NA,NA,NA,NA,NA,51,51,"Finfish","marine",2,2.14,"mainly plants/detritus (troph. 2-2.19)",39.019184,"benthopelagic","Miscellaneous coastal fishes",1.95451525947249,NA
"657","Saurida undosquamis",NA,NA,NA,0.046604096,0.09856896,50,50,"Finfish","marine",4.48,4.25,"mainly animals (troph. 2.8 and up)",37.370157,"reef-associated","Miscellaneous coastal fishes",0.912031171735404,NA
"658","Scardinius erythrophthalmus",61,0.6,0.5,NA,NA,51,51,"Finfish","freshwater",2.9,2.89,"mainly animals (troph. 2.8 and up)",41.53,"benthopelagic","Carps, barbels and other cyprinids",2.0703562548838,2097
"659","Scardinius erythrophthalmus",58,0.6,0.6,NA,NA,51,51,"Finfish","freshwater",2.9,2.89,"mainly animals (troph. 2.8 and up)",41.53,"benthopelagic","Carps, barbels and other cyprinids",2.0703562548838,2097
"660","Sciaena umbra",NA,NA,NA,0.029361389,0.044963466,70,57,"Finfish","marine",3.99,3.83,"mainly animals (troph. 2.8 and up)",38.483333,"demersal","Miscellaneous coastal fishes",7.91497220132208,NA
"661","Scomber japonicus",NA,NA,NA,0.07855154,0.28699017,64,52,"Finfish","marine",3.09,3.42,"mainly animals (troph. 2.8 and up)",25.304304,"pelagic-neritic","Miscellaneous pelagic fishes",2.5436992455097,2900
"662","Scomber japonicus",NA,NA,NA,0.26101162,1.5055834,64,52,"Finfish","marine",3.09,3.42,"mainly animals (troph. 2.8 and up)",25.304304,"pelagic-neritic","Miscellaneous pelagic fishes",2.5436992455097,2900
"663","Scomber japonicus",NA,NA,NA,0.30790002,1.3226691,64,52,"Finfish","marine",3.09,3.42,"mainly animals (troph. 2.8 and up)",25.304304,"pelagic-neritic","Miscellaneous pelagic fishes",2.5436992455097,2900
"664","Scomber japonicus",NA,NA,NA,0.054496688,0.287629461,64,52,"Finfish","marine",3.09,3.42,"mainly animals (troph. 2.8 and up)",41.630735,"pelagic-neritic","Miscellaneous pelagic fishes",2.5436992455097,2900
"665","Scomber japonicus",NA,NA,NA,0.007219944,0.030212316,64,64,"Finfish","marine",3.1,3.42,"mainly animals (troph. 2.8 and up)",36.5817,"pelagic-neritic","Miscellaneous pelagic fishes",2.61079301228807,2900
"666","Scomber japonicus",NA,NA,NA,0.064239966,0.247839375,64,64,"Finfish","marine",3.1,3.42,"mainly animals (troph. 2.8 and up)",36.5817,"pelagic-neritic","Miscellaneous pelagic fishes",2.61079301228807,2900
"667","Scomber japonicus",NA,NA,NA,0.034610989,0.136845296,64,64,"Finfish","marine",3.1,3.42,"mainly animals (troph. 2.8 and up)",36.5817,"pelagic-neritic","Miscellaneous pelagic fishes",2.61079301228807,2900
"668","Scomber scombrus",NA,NA,NA,NA,NA,60,46,"Finfish","marine",3.18,3.73,"mainly animals (troph. 2.8 and up)",44.713712,"pelagic-neritic","Miscellaneous pelagic fishes",0.82866248603092,3400
"669","Scomber scombrus",NA,NA,NA,NA,NA,60,46,"Finfish","marine",3.18,3.73,"mainly animals (troph. 2.8 and up)",58.897259,"pelagic-neritic","Miscellaneous pelagic fishes",0.82866248603092,3400
"670","Scomber scombrus",NA,NA,NA,NA,NA,60,46,"Finfish","marine",3.18,3.73,"mainly animals (troph. 2.8 and up)",39.019184,"pelagic-neritic","Miscellaneous pelagic fishes",0.82866248603092,3400
"671","Scomber scombrus",NA,NA,NA,NA,NA,60,46,"Finfish","marine",3.18,3.73,"mainly animals (troph. 2.8 and up)",58.897259,"pelagic-neritic","Miscellaneous pelagic fishes",0.82866248603092,3400
"672","Scomber scombrus",NA,NA,NA,NA,NA,60,46,"Finfish","marine",3.18,3.73,"mainly animals (troph. 2.8 and up)",44.713712,"pelagic-neritic","Miscellaneous pelagic fishes",0.82866248603092,3400
"673","Scomber scombrus",NA,NA,NA,0.124525,0.9962,60,46,"Finfish","marine",3.18,3.73,"mainly animals (troph. 2.8 and up)",39.019184,"pelagic-neritic","Miscellaneous pelagic fishes",0.82866248603092,3400
"674","Scomber scombrus",NA,NA,NA,0.03589,0.14356,60,64,"Finfish","marine",3.1,3.73,"mainly animals (troph. 2.8 and up)",39.019184,"pelagic-neritic","Miscellaneous pelagic fishes",2.61079301228807,3400
"675","Scomberomorus commerson",NA,NA,NA,NA,NA,240,205,"Finfish","marine",4.5,4.38000011444092,"mainly animals (troph. 2.8 and up)",9.71212,"pelagic-neritic","Tunas, bonitos, billfishes",65.3595714089116,70000
"676","Scomberomorus guttatus",NA,NA,NA,NA,NA,76,76,"Finfish","marine",4.3,4.28,"mainly animals (troph. 2.8 and up)",3.144341,"pelagic-neritic","Tunas, bonitos, billfishes",3.41761538848914,NA
"677","Scomber scombrus",NA,NA,NA,0.63154,0.4511,60,64,"Finfish","marine",3.9,3.73,"mainly animals (troph. 2.8 and up)",23.372169,"pelagic-neritic","Miscellaneous pelagic fishes",2.61079301228807,3400
"678","Scophthalmus rhombus",NA,NA,NA,0.05616975,0.3241797,75,45,"Finfish","marine",3.7,4.22,"mainly animals (troph. 2.8 and up)",38.963745,"demersal","Flounders, halibuts, soles",1.41067703168121,8000
"679","Scophthalmus rhombus",NA,NA,NA,NA,NA,75,75,"Finfish","marine",3.79,4.22,"mainly animals (troph. 2.8 and up)",53.164164,"demersal","Flounders, halibuts, soles",4.45928946800826,8000
"680","Scophthalmus rhombus",NA,NA,NA,NA,NA,75,75,"Finfish","marine",3.79,4.22,"mainly animals (troph. 2.8 and up)",53.164164,"demersal","Flounders, halibuts, soles",4.45928946800826,8000
"681","Scorpaena porcus",NA,NA,NA,0.03976406,0.0705978,37,37,"Finfish","marine",3.9,3.78,"mainly animals (troph. 2.8 and up)",37.966667,"demersal","Miscellaneous demersal fishes",0.76148819243574,870
"682","Scorpaena porcus",NA,NA,NA,0.03023034,0.09738876,37,37,"Finfish","marine",3.9,3.78,"mainly animals (troph. 2.8 and up)",37.966667,"demersal","Miscellaneous demersal fishes",0.76148819243574,870
"683","Scorpaena porcus",NA,NA,NA,NA,NA,37,37,"Finfish","marine",3.9,3.78,"mainly animals (troph. 2.8 and up)",37.966667,"demersal","Miscellaneous demersal fishes",0.76148819243574,870
"684","Scorpaena scrofa",NA,NA,NA,NA,NA,50,50,"Finfish","marine",4.3,3.95,"mainly animals (troph. 2.8 and up)",39.019184,"demersal","Miscellaneous demersal fishes",1.67423175955184,2960
"685","Scorpaena scrofa",NA,NA,NA,0.008993352,0.044770184,50,50,"Finfish","marine",4.3,3.95,"mainly animals (troph. 2.8 and up)",37.966667,"demersal","Miscellaneous demersal fishes",1.67423175955184,2960
"686","Scorpaena scrofa",NA,NA,NA,0.012286,0.055483576,50,50,"Finfish","marine",4.3,3.95,"mainly animals (troph. 2.8 and up)",37.966667,"demersal","Miscellaneous demersal fishes",1.67423175955184,2960
"687","Scorpaena scrofa",NA,NA,NA,NA,NA,50,50,"Finfish","marine",4.3,3.95,"mainly animals (troph. 2.8 and up)",37.966667,"demersal","Miscellaneous demersal fishes",1.67423175955184,2960
"688","Scorpaena scrofa",NA,NA,NA,0.031696854,0.1872388,50,50,"Finfish","marine",4.3,3.95,"mainly animals (troph. 2.8 and up)",38.963745,"demersal","Miscellaneous demersal fishes",1.8103278294515,2960
"689","Sebastes flavidus",NA,NA,NA,NA,NA,66,66,"Finfish","marine",4.1,3.51,"mainly animals (troph. 2.8 and up)",46.25,"reef-associated","Miscellaneous demersal fishes",NA,2510
"690","Sebastes melanops",NA,NA,NA,NA,NA,63,63,"Finfish","marine",4.4,3.9,"mainly animals (troph. 2.8 and up)",46.245311,"reef-associated","Miscellaneous demersal fishes",NA,4800
"691","Sebastes mentella",NA,NA,NA,NA,NA,58,33,"Finfish","marine",3.65,4.12,"mainly animals (troph. 2.8 and up)",62.46011,"bathypelagic","Miscellaneous demersal fishes",0.470122942573628,NA
"692","Sebastes mentella",NA,NA,NA,NA,NA,58,33,"Finfish","marine",3.65,4.12,"mainly animals (troph. 2.8 and up)",62.46011,"bathypelagic","Miscellaneous demersal fishes",0.470122942573628,NA
"693","Sebastes mentella",12,0.26,0.15,NA,NA,58,33,"Finfish","marine",3.65,4.12,"mainly animals (troph. 2.8 and up)",63.968654,"bathypelagic","Miscellaneous demersal fishes",0.470122942573628,NA
"694","Sebastes pinniger",NA,NA,NA,0.342824772,0.534559245,76,63,"Finfish","marine",3.8,3.8,"mainly animals (troph. 2.8 and up)",53.726668,"demersal","Miscellaneous demersal fishes",NA,4530
"695","Sebastes pinniger",NA,NA,NA,NA,NA,76,76,"Finfish","marine",3.8,3.8,"mainly animals (troph. 2.8 and up)",46.25,"demersal","Miscellaneous demersal fishes",NA,4530
"696","Sebastes ruberrimus",32,0.36,0.18,NA,NA,104,104,"Finfish","marine",NA,3.99,"mainly animals (troph. 2.8 and up)",52.372895,"reef-associated",NA,NA,17820
"697","Sebastes viviparus",NA,NA,NA,NA,NA,35,35,"Finfish","marine",4,4.03,"mainly animals (troph. 2.8 and up)",NA,"demersal","Miscellaneous demersal fishes",0.802489622878944,1000
"698","Sebastes viviparus",NA,NA,NA,NA,NA,35,35,"Finfish","marine",4,4.03,"mainly animals (troph. 2.8 and up)",NA,"demersal","Miscellaneous demersal fishes",0.802489622878944,1000
"699","Selaroides leptolepis",NA,NA,NA,NA,NA,22,16,"Finfish","marine",3.53,3.60999989509582,"mainly animals (troph. 2.8 and up)",3.144341,"reef-associated","Miscellaneous pelagic fishes",0.069632004096,625
"700","Selene vomer",NA,NA,NA,NA,NA,48.3,48.3,"Finfish","marine",4.3,3.67,"mainly animals (troph. 2.8 and up)",19.173773,"demersal","Miscellaneous pelagic fishes",1.20452692993228,2100
"701","Seriolina nigrofasciata",NA,NA,NA,NA,NA,70,156,"Finfish","marine",4.17,4.17,"mainly animals (troph. 2.8 and up)",9.71212,"reef-associated","Miscellaneous pelagic fishes",NA,5200
"702","Serranus scriba",NA,NA,NA,0.10842208,0.19677565,36,36,"Finfish","marine",3.8,3.58,"mainly animals (troph. 2.8 and up)",18.1,"demersal","Miscellaneous coastal fishes",0.54527701468894,NA
"703","Serranus scriba",NA,NA,NA,0.105407344,0.19154906,36,36,"Finfish","marine",3.8,3.58,"mainly animals (troph. 2.8 and up)",18.1,"demersal","Miscellaneous coastal fishes",0.54527701468894,NA
"704","Serranus scriba",NA,NA,NA,0.116075408,0.21431354,36,36,"Finfish","marine",3.8,3.58,"mainly animals (troph. 2.8 and up)",18.1,"demersal","Miscellaneous coastal fishes",0.54527701468894,NA
"705","Serranus scriba",NA,NA,NA,0.098665966,0.19021594,36,36,"Finfish","marine",3.8,3.58,"mainly animals (troph. 2.8 and up)",18.1,"demersal","Miscellaneous coastal fishes",0.54527701468894,NA
"706","Serranus scriba",NA,NA,NA,0.1030907,0.19813675,36,36,"Finfish","marine",3.8,3.58,"mainly animals (troph. 2.8 and up)",18.1,"demersal","Miscellaneous coastal fishes",0.54527701468894,NA
"707","Serranus scriba",NA,NA,NA,0.145047875,0.23870736,36,36,"Finfish","marine",3.8,3.58,"mainly animals (troph. 2.8 and up)",18.1,"demersal","Miscellaneous coastal fishes",0.54527701468894,NA
"708","Siganus rivulatus",NA,NA,NA,NA,NA,27,27,"Finfish","marine",2,2,"mainly plants/detritus (troph. 2-2.19)",33.917053,"reef-associated","Miscellaneous coastal fishes",0.228919148862593,NA
"709","Siganus rivulatus",NA,NA,NA,NA,NA,27,27,"Finfish","marine",2,2,"mainly plants/detritus (troph. 2-2.19)",33.917053,"reef-associated","Miscellaneous coastal fishes",0.228919148862593,NA
"710","Siganus rivulatus",NA,NA,NA,NA,NA,27,27,"Finfish","marine",2,2,"mainly plants/detritus (troph. 2-2.19)",33.917053,"reef-associated","Miscellaneous coastal fishes",0.228919148862593,NA
"711","Siganus rivulatus",NA,NA,NA,NA,NA,27,27,"Finfish","marine",2,2,"mainly plants/detritus (troph. 2-2.19)",33.917053,"reef-associated","Miscellaneous coastal fishes",0.228919148862593,NA
"712","Siganus rivulatus",NA,NA,NA,NA,NA,27,27,"Finfish","marine",2,2,"mainly plants/detritus (troph. 2-2.19)",33.917053,"reef-associated","Miscellaneous coastal fishes",0.228919148862593,NA
"713","Siganus rivulatus",NA,NA,NA,NA,NA,27,27,"Finfish","marine",2,2,"mainly plants/detritus (troph. 2-2.19)",33.917053,"reef-associated","Miscellaneous coastal fishes",0.228919148862593,NA
"714","Siganus rivulatus",NA,NA,NA,NA,NA,27,27,"Finfish","marine",2,2,"mainly plants/detritus (troph. 2-2.19)",33.917053,"reef-associated","Miscellaneous coastal fishes",0.228919148862593,NA
"715","Siganus rivulatus",NA,NA,NA,NA,NA,27,27,"Finfish","marine",2,2,"mainly plants/detritus (troph. 2-2.19)",33.917053,"reef-associated","Miscellaneous coastal fishes",0.228919148862593,NA
"716","Sillago sihama",NA,NA,NA,0.10363353,0.127099973,31,31,"Finfish","marine",3.37,3.18,"mainly animals (troph. 2.8 and up)",37.370157,"reef-associated","Miscellaneous coastal fishes",0.280264514374905,NA
"717","Silurus glanis",NA,NA,NA,0.010030392,0.05378616,500,500,"Finfish","freshwater",4.4,4.12,"mainly animals (troph. 2.8 and up)",37,"benthopelagic","Miscellaneous freshwater fishes",839.32289956449,306000
"718","Silurus glanis",NA,1.31,NA,NA,NA,500,500,"Finfish","freshwater",4.4,4.12,"mainly animals (troph. 2.8 and up)",36.967401,"benthopelagic","Miscellaneous freshwater fishes",839.32289956449,306000
"719","Silurus glanis",27,0.4,0.6,NA,NA,500,500,"Finfish","freshwater",4.4,4.12,"mainly animals (troph. 2.8 and up)",41.53,"benthopelagic","Miscellaneous freshwater fishes",839.32289956449,306000
"720","Silurus glanis",24,0.4,0.6,NA,NA,500,500,"Finfish","freshwater",4.4,4.12,"mainly animals (troph. 2.8 and up)",41.53,"benthopelagic","Miscellaneous freshwater fishes",839.32289956449,306000
"721","Silurus glanis",NA,NA,NA,0.2498,0.3747,500,500,"Finfish","freshwater",4.4,4.12,"mainly animals (troph. 2.8 and up)",41.53,"benthopelagic","Miscellaneous freshwater fishes",839.32289956449,306000
"722","Solea solea",NA,NA,NA,0.042096598,0.10236754,70,70,"Finfish","marine",3.17,3.29999995231628,"mainly animals (troph. 2.8 and up)",38.963745,"demersal","Flounders, halibuts, soles",2.52864787514094,3000
"723","Solea solea",NA,NA,NA,NA,NA,70,70,"Finfish","marine",3.1,3.29999995231628,"mainly animals (troph. 2.8 and up)",39.019184,"demersal","Flounders, halibuts, soles",3.35924576513366,3000
"724","Solea solea",NA,NA,NA,NA,NA,70,70,"Finfish","marine",3.1,3.29999995231628,"mainly animals (troph. 2.8 and up)",39.019184,"demersal","Flounders, halibuts, soles",3.35924576513366,3000
"725","Solea solea",NA,NA,NA,0.0385688,0.1060642,70,70,"Finfish","marine",3.1,3.29999995231628,"mainly animals (troph. 2.8 and up)",39.019184,"demersal","Flounders, halibuts, soles",3.35924576513366,3000
"726","Solea solea",1032.53,1.676976,1.23,NA,NA,70,20,"Finfish","freshwater",3.5,3.29999995231628,"mainly animals (troph. 2.8 and up)",12.265754,"demersal","Flounders, halibuts, soles",0.0901843515265369,3000
"727","Sorubim lima",NA,NA,NA,0.02059454,0.077229525,54.2,54.2,"Finfish","freshwater",4.1,4.09999990463257,"mainly animals (troph. 2.8 and up)",19.427757,"demersal","Miscellaneous freshwater fishes",1.1973389176663,1300
"728","Sparisoma cretense",NA,NA,NA,NA,NA,50,50,"Finfish","marine",2.9,2.86,"plants/detritus+animals (troph. 2.2-2.79)",39.019184,"reef-associated","Miscellaneous coastal fishes",1.80593276373233,NA
"729","Sparus aurata",NA,NA,NA,NA,NA,70,57,"Finfish","marine",3.26,3.39,"mainly animals (troph. 2.8 and up)",NA,"demersal","Miscellaneous coastal fishes",2.63224641455137,17200
